parent;pagetitle;content1;content2;price;picture;picture-big;brand;
20;Пылесос моющий VAX V-020 TFR Wash;<ul class="tec-char">                        <li class="tec-char"><span>Код марки:</span> <a href="http://www.electrovenik.ru/catalog/small/pylesosy/mojushhije_pylesosy?mfr=2274">VAX</a> </li>                        <li class="tec-char"><span>Высота:</span> 46 см</li>                        <li class="tec-char"><span>Глубина:</span> 35 см</li>                        <li class="tec-char"><span>Ширина:</span> 36 см</li>                        <li class="tec-char"><span>Мощность:</span> 1200 Вт</li>                        <li class="tec-char"><span>Объём пылесборника:</span> 5.2 л</li>                        <li class="tec-char"><span>Тип пылесборника:</span> аквафильтр </li>                        <li class="tec-char"><span>Тип пылесоса:</span> вертикальный </li>                        <li class="tec-char"><span>Тип уборки:</span> влажная </li>                        <li class="tec-char"><span>Мощность всасывания:</span> 435 Вт</li>						</ul>;<table class="item-tec-char" id="tthtable">						<tr><th colspan="2"></th></tr>						<tr><th colspan="2">Габариты</th></tr>						<tr><td class="tthlbl">Высота:</td><td>46см</td></tr>						<tr><td class="tthlbl">Глубина:</td><td>35см</td></tr>						<tr><td class="tthlbl">Ширина:</td><td>36см</td></tr>						<tr><th colspan="2">Габариты и вес</th></tr>						<tr><td class="tthlbl">Вес:</td><td>6.77кг</td></tr>						<tr><th colspan="2">Особенности</th></tr>						<tr><td class="tthlbl">Длина сетевого шнура:</td><td>7.5м</td></tr>						<tr><th colspan="2">Технические характеристики</th></tr>						<tr><td class="tthlbl">Мощность:</td><td>1200Вт</td></tr>						<tr><td class="tthlbl">Объём пылесборника:</td><td>5.2л</td></tr>						<tr><td class="tthlbl">Тип пылесборника:</td><td>аквафильтр</td></tr>						<tr><td class="tthlbl">Тип пылесоса:</td><td>вертикальный</td></tr>						<tr><td class="tthlbl">Тип уборки:</td><td>влажная</td></tr>						<tr><th colspan="2">Трубки и насадки</th></tr>						<tr><td class="tthlbl">Труба всасывания:</td><td>телескопическая</td></tr>						<tr><th colspan="2">Характеристики</th></tr>						<tr><td class="tthlbl">Источник питания:</td><td>сеть</td></tr>						<tr><td class="tthlbl">Мощность всасывания:</td><td>435Вт</td></tr>						<tr><td class="tthlbl">Фильтр тонкой очистки:</td><td>Есть</td></tr>					</table>;5990;assets/images/melkaya-bytovaya-technika/mojushhije_pylesosy/Pylesos-moyushhiy-VAX-V-020-TFR-Wash_STc4ODY0VHRMMTgw.jpg;assets/images/melkaya-bytovaya-technika/mojushhije_pylesosy/Pylesos-moyushhiy-VAX-V-020-TFR-Wash_STc4ODY0VGk.jpg;VAX;
20;Пылесос моющий VAX 6140 E Pet;<ul class="tec-char">                        <li class="tec-char"><span>Код марки:</span> <a href="http://www.electrovenik.ru/catalog/small/pylesosy/mojushhije_pylesosy?mfr=2274">VAX</a> </li>                        <li class="tec-char"><span>Высота:</span> 56 см</li>                        <li class="tec-char"><span>Глубина:</span> 32 см</li>                        <li class="tec-char"><span>Ширина:</span> 32 см</li>                        <li class="tec-char"><span>Таймер:</span> Нет </li>                        <li class="tec-char"><span>Дисплей:</span> Нет </li>                        <li class="tec-char"><span>Индикатор заполнения пылесборника:</span> Нет </li>                        <li class="tec-char"><span>Мощность:</span> 1300 Вт</li>                        <li class="tec-char"><span>Объём пылесборника:</span> 8 л</li>                        <li class="tec-char"><span>Тип пылесборника:</span> мешок </li>                        <li class="tec-char"><span>Тип пылесоса:</span> обычный </li>                        <li class="tec-char"><span>Тип уборки:</span> влажная;сухая </li>                        <li class="tec-char"><span>Функция сбора жидкости:</span> Есть </li>                        <li class="tec-char"><span>Пульт ДУ:</span> Нет </li>                        <li class="tec-char"><span>Мощность всасывания:</span> 240 Вт</li>						</ul>;<table class="item-tec-char" id="tthtable">						<tr><th colspan="2"></th></tr>						<tr><th colspan="2">Габариты</th></tr>						<tr><td class="tthlbl">Высота:</td><td>56см</td></tr>						<tr><td class="tthlbl">Глубина:</td><td>32см</td></tr>						<tr><td class="tthlbl">Ширина:</td><td>32см</td></tr>						<tr><th colspan="2">Габариты и вес</th></tr>						<tr><td class="tthlbl">Вес:</td><td>8.08кг</td></tr>						<tr><th colspan="2">Особенности</th></tr>						<tr><td class="tthlbl">Ароматизация:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Длина сетевого шнура:</td><td>7.5м</td></tr>						<tr><td class="tthlbl">Место для хранения насадок:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Таймер:</td><td>Нет</td></tr>						<tr><td class="tthlbl">УФ лампа:</td><td>Нет</td></tr>						<tr><th colspan="2">Робот</th></tr>						<tr><td class="tthlbl">Мусоросборник в базе:</td><td>Нет</td></tr>						<tr><th colspan="2">Технические характеристики</th></tr>						<tr><td class="tthlbl">Автоматическое сматывание шнура:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Боковая щетка:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Быстрая уборка:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Вертикальная парковка:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Движение вдоль стен:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Движение зигзагом:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Движение по спирали:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Дисплей:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Индикатор заполнения пылесборника:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Местная уборка:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Мощность:</td><td>1300Вт</td></tr>						<tr><td class="tthlbl">Ножной переключатель вкл./выкл:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Объём пылесборника:</td><td>8л</td></tr>						<tr><td class="tthlbl">Ограничение времени уборки:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Плечевой ремень:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Программирование по дням недели:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Расчет времени уборки:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Регулятор мощности на корпусе:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Сигнал при застревании:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Сигнал при разряде аккумулятора:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Тип пылесборника:</td><td>мешок</td></tr>						<tr><td class="tthlbl">Тип пылесоса:</td><td>обычный</td></tr>						<tr><td class="tthlbl">Тип уборки:</td><td>влажнаясухая</td></tr>						<tr><td class="tthlbl">Управление мощностью на рукоятке:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Функция сбора жидкости:</td><td>Есть</td></tr>						<tr><th colspan="2">Трубки и насадки</th></tr>						<tr><td class="tthlbl">Возможность подключения электрощетки:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Труба всасывания:</td><td>составная</td></tr>						<tr><td class="tthlbl">Турбощетка в комплекте:</td><td>Есть</td></tr>						<tr><td class="tthlbl">Электрощетка в комплекте:</td><td>Нет</td></tr>						<tr><th colspan="2">Функциональность, управление</th></tr>						<tr><td class="tthlbl">Пульт ДУ:</td><td>Нет</td></tr>						<tr><th colspan="2">Характеристики</th></tr>						<tr><td class="tthlbl">Источник питания:</td><td>сеть</td></tr>						<tr><td class="tthlbl">Мощность всасывания:</td><td>240Вт</td></tr>						<tr><td class="tthlbl">Фильтр тонкой очистки:</td><td>Есть</td></tr>						<tr><td class="tthlbl">Число ступеней фильтрации:</td><td>5</td></tr>					</table>;6127;assets/images/melkaya-bytovaya-technika/mojushhije_pylesosy/Pylesos-moyushhiy-VAX-6140-E-Pet_STY5MDI1VHRMMTgw.jpg;assets/images/melkaya-bytovaya-technika/mojushhije_pylesosy/Pylesos-moyushhiy-VAX-6140-E-Pet_STY5MDI1VGk.jpg;VAX;
20;Пылесос моющий VAX 6140 E Pet;<ul class="tec-char">                        <li class="tec-char"><span>Код марки:</span> <a href="http://www.electrovenik.ru/catalog/small/pylesosy/mojushhije_pylesosy?mfr=2274">VAX</a> </li>                        <li class="tec-char"><span>Высота:</span> 56 см</li>                        <li class="tec-char"><span>Глубина:</span> 32 см</li>                        <li class="tec-char"><span>Ширина:</span> 32 см</li>                        <li class="tec-char"><span>Таймер:</span> Нет </li>                        <li class="tec-char"><span>Дисплей:</span> Нет </li>                        <li class="tec-char"><span>Индикатор заполнения пылесборника:</span> Нет </li>                        <li class="tec-char"><span>Мощность:</span> 1300 Вт</li>                        <li class="tec-char"><span>Объём пылесборника:</span> 8 л</li>                        <li class="tec-char"><span>Тип пылесборника:</span> мешок </li>                        <li class="tec-char"><span>Тип пылесоса:</span> обычный </li>                        <li class="tec-char"><span>Тип уборки:</span> влажная;сухая </li>                        <li class="tec-char"><span>Функция сбора жидкости:</span> Есть </li>                        <li class="tec-char"><span>Пульт ДУ:</span> Нет </li>                        <li class="tec-char"><span>Мощность всасывания:</span> 240 Вт</li>						</ul>;<table class="item-tec-char" id="tthtable">						<tr><th colspan="2"></th></tr>						<tr><th colspan="2">Габариты</th></tr>						<tr><td class="tthlbl">Высота:</td><td>56см</td></tr>						<tr><td class="tthlbl">Глубина:</td><td>32см</td></tr>						<tr><td class="tthlbl">Ширина:</td><td>32см</td></tr>						<tr><th colspan="2">Габариты и вес</th></tr>						<tr><td class="tthlbl">Вес:</td><td>8.08кг</td></tr>						<tr><th colspan="2">Особенности</th></tr>						<tr><td class="tthlbl">Ароматизация:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Длина сетевого шнура:</td><td>7.5м</td></tr>						<tr><td class="tthlbl">Место для хранения насадок:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Таймер:</td><td>Нет</td></tr>						<tr><td class="tthlbl">УФ лампа:</td><td>Нет</td></tr>						<tr><th colspan="2">Робот</th></tr>						<tr><td class="tthlbl">Мусоросборник в базе:</td><td>Нет</td></tr>						<tr><th colspan="2">Технические характеристики</th></tr>						<tr><td class="tthlbl">Автоматическое сматывание шнура:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Боковая щетка:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Быстрая уборка:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Вертикальная парковка:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Движение вдоль стен:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Движение зигзагом:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Движение по спирали:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Дисплей:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Индикатор заполнения пылесборника:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Местная уборка:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Мощность:</td><td>1300Вт</td></tr>						<tr><td class="tthlbl">Ножной переключатель вкл./выкл:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Объём пылесборника:</td><td>8л</td></tr>						<tr><td class="tthlbl">Ограничение времени уборки:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Плечевой ремень:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Программирование по дням недели:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Расчет времени уборки:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Регулятор мощности на корпусе:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Сигнал при застревании:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Сигнал при разряде аккумулятора:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Тип пылесборника:</td><td>мешок</td></tr>						<tr><td class="tthlbl">Тип пылесоса:</td><td>обычный</td></tr>						<tr><td class="tthlbl">Тип уборки:</td><td>влажнаясухая</td></tr>						<tr><td class="tthlbl">Управление мощностью на рукоятке:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Функция сбора жидкости:</td><td>Есть</td></tr>						<tr><th colspan="2">Трубки и насадки</th></tr>						<tr><td class="tthlbl">Возможность подключения электрощетки:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Труба всасывания:</td><td>составная</td></tr>						<tr><td class="tthlbl">Турбощетка в комплекте:</td><td>Есть</td></tr>						<tr><td class="tthlbl">Электрощетка в комплекте:</td><td>Нет</td></tr>						<tr><th colspan="2">Функциональность, управление</th></tr>						<tr><td class="tthlbl">Пульт ДУ:</td><td>Нет</td></tr>						<tr><th colspan="2">Характеристики</th></tr>						<tr><td class="tthlbl">Источник питания:</td><td>сеть</td></tr>						<tr><td class="tthlbl">Мощность всасывания:</td><td>240Вт</td></tr>						<tr><td class="tthlbl">Фильтр тонкой очистки:</td><td>Есть</td></tr>						<tr><td class="tthlbl">Число ступеней фильтрации:</td><td>5</td></tr>					</table>;6127;assets/images/melkaya-bytovaya-technika/mojushhije_pylesosy/Pylesos-moyushhiy-VAX-6140-E-Pet_STY5MDI1VHRMMTgw.jpg;assets/images/melkaya-bytovaya-technika/mojushhije_pylesosy/Pylesos-moyushhiy-VAX-6140-E-Pet_STY5MDI1VGk.jpg;VAX;
20;Пылесос моющий ZELMER 619.5 B4 S;<ul class="tec-char">                        <li class="tec-char"><span>Код марки:</span> <a href="http://www.electrovenik.ru/catalog/small/pylesosy/mojushhije_pylesosy?mfr=2430">ZELMER</a> </li>                        <li class="tec-char"><span>Высота:</span> 40 см</li>                        <li class="tec-char"><span>Глубина:</span> 32 см</li>                        <li class="tec-char"><span>Ширина:</span> 46 см</li>                        <li class="tec-char"><span>Индикатор заполнения пылесборника:</span> Есть </li>                        <li class="tec-char"><span>Мощность:</span> 1500 Вт</li>                        <li class="tec-char"><span>Объём пылесборника:</span> 3.5 л</li>                        <li class="tec-char"><span>Тип пылесборника:</span> аквафильтр </li>                        <li class="tec-char"><span>Тип пылесоса:</span> обычный </li>                        <li class="tec-char"><span>Тип уборки:</span> влажная;сухая </li>                        <li class="tec-char"><span>Мощность всасывания:</span> 260 Вт</li>						</ul>;<table class="item-tec-char" id="tthtable">						<tr><th colspan="2"></th></tr>						<tr><th colspan="2">Габариты</th></tr>						<tr><td class="tthlbl">Высота:</td><td>40см</td></tr>						<tr><td class="tthlbl">Глубина:</td><td>32см</td></tr>						<tr><td class="tthlbl">Ширина:</td><td>46см</td></tr>						<tr><th colspan="2">Габариты и вес</th></tr>						<tr><td class="tthlbl">Вес:</td><td>9кг</td></tr>						<tr><th colspan="2">Технические характеристики</th></tr>						<tr><td class="tthlbl">Автоматическое сматывание шнура:</td><td>Есть</td></tr>						<tr><td class="tthlbl">Индикатор заполнения пылесборника:</td><td>Есть</td></tr>						<tr><td class="tthlbl">Мощность:</td><td>1500Вт</td></tr>						<tr><td class="tthlbl">Ножной переключатель вкл./выкл:</td><td>Есть</td></tr>						<tr><td class="tthlbl">Объём пылесборника:</td><td>3.5л</td></tr>						<tr><td class="tthlbl">Регулятор мощности на корпусе:</td><td>Есть</td></tr>						<tr><td class="tthlbl">Тип пылесборника:</td><td>аквафильтр</td></tr>						<tr><td class="tthlbl">Тип пылесоса:</td><td>обычный</td></tr>						<tr><td class="tthlbl">Тип уборки:</td><td>влажнаясухая</td></tr>						<tr><th colspan="2">Трубки и насадки</th></tr>						<tr><td class="tthlbl">Труба всасывания:</td><td>составная</td></tr>						<tr><th colspan="2">Характеристики</th></tr>						<tr><td class="tthlbl">Источник питания:</td><td>сеть</td></tr>						<tr><td class="tthlbl">Мощность всасывания:</td><td>260Вт</td></tr>						<tr><td class="tthlbl">Фильтр тонкой очистки:</td><td>Есть</td></tr>					</table>;6160;assets/images/melkaya-bytovaya-technika/mojushhije_pylesosy/Pylesos-moyushhiy-ZELMER-619-5-B4-S_STI0NjkwN1R0TDE4MA.jpg;assets/images/melkaya-bytovaya-technika/mojushhije_pylesosy/Pylesos-moyushhiy-ZELMER-619-5-B4-S_STI0NjkwN1Rp.jpg;ZELMER;
20;Пылесос моющий VAX 6130E;<ul class="tec-char">                        <li class="tec-char"><span>Код марки:</span> <a href="http://www.electrovenik.ru/catalog/small/pylesosy/mojushhije_pylesosy?mfr=2274">VAX</a> </li>                        <li class="tec-char"><span>Индикатор заполнения пылесборника:</span> Есть </li>                        <li class="tec-char"><span>Мощность:</span> 1300 Вт</li>                        <li class="tec-char"><span>Объём пылесборника:</span> 11 л</li>                        <li class="tec-char"><span>Тип пылесборника:</span> мешок </li>                        <li class="tec-char"><span>Тип пылесоса:</span> обычный </li>                        <li class="tec-char"><span>Тип уборки:</span> влажная;сухая </li>                        <li class="tec-char"><span>Мощность всасывания:</span> 200 Вт</li>						</ul>;<table class="item-tec-char" id="tthtable">						<tr><th colspan="2"></th></tr>						<tr><th colspan="2">Габариты и вес</th></tr>						<tr><td class="tthlbl">Вес:</td><td>7.9кг</td></tr>						<tr><th colspan="2">Особенности</th></tr>						<tr><td class="tthlbl">Длина сетевого шнура:</td><td>7.5м</td></tr>						<tr><td class="tthlbl">Дополнительная информация:</td><td>Всасывание воды.</td></tr>						<tr><td class="tthlbl">Функции и возможности:</td><td>индикатор заполнения пылесборника</td></tr>						<tr><th colspan="2">Технические характеристики</th></tr>						<tr><td class="tthlbl">Индикатор заполнения пылесборника:</td><td>Есть</td></tr>						<tr><td class="tthlbl">Мощность:</td><td>1300Вт</td></tr>						<tr><td class="tthlbl">Объём пылесборника:</td><td>11л</td></tr>						<tr><td class="tthlbl">Регулятор мощности на корпусе:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Тип пылесборника:</td><td>мешок</td></tr>						<tr><td class="tthlbl">Тип пылесоса:</td><td>обычный</td></tr>						<tr><td class="tthlbl">Тип уборки:</td><td>влажнаясухая</td></tr>						<tr><th colspan="2">Трубки и насадки</th></tr>						<tr><td class="tthlbl">Дополнительные насадки в комплекте:</td><td>6м</td></tr>						<tr><td class="tthlbl">Труба всасывания:</td><td>составная</td></tr>						<tr><th colspan="2">Характеристики</th></tr>						<tr><td class="tthlbl">Мощность всасывания:</td><td>200Вт</td></tr>						<tr><td class="tthlbl">Потребляемая мощность:</td><td>1300Вт</td></tr>						<tr><td class="tthlbl">Пылесборник:</td><td>мешок, емкостью 11л</td></tr>						<tr><td class="tthlbl">Регулятор мощности:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Уборка:</td><td>сухая / влажная</td></tr>						<tr><td class="tthlbl">Фильтр тонкой очистки:</td><td>Есть</td></tr>					</table>;6200;assets/images/melkaya-bytovaya-technika/mojushhije_pylesosy/Pylesos-moyushhiy-VAX-6130E_STc4ODU5VHRMMTgw.jpg;assets/images/melkaya-bytovaya-technika/mojushhije_pylesosy/Pylesos-moyushhiy-VAX-6130E_STc4ODU5VGk.jpg;VAX;
20;Пылесос моющий PHILIPS TRIATHLON FC 6843;<ul class="tec-char">                        <li class="tec-char"><span>Код марки:</span> <a href="http://www.electrovenik.ru/catalog/small/pylesosy/mojushhije_pylesosy?mfr=1652">PHILIPS</a> </li>                        <li class="tec-char"><span>Мощность:</span> 1500 Вт</li>                        <li class="tec-char"><span>Объём пылесборника:</span> 10 л</li>                        <li class="tec-char"><span>Тип пылесборника:</span> аквафильтр </li>                        <li class="tec-char"><span>Тип пылесоса:</span> обычный </li>                        <li class="tec-char"><span>Тип уборки:</span> влажная;сухая </li>                        <li class="tec-char"><span>Мощность всасывания:</span> 300 Вт</li>						</ul>;<table class="item-tec-char" id="tthtable">						<tr><th colspan="2"></th></tr>						<tr><th colspan="2">Другие функции и особенности</th></tr>						<tr><td class="tthlbl">Уровень шума:</td><td>79дБ</td></tr>						<tr><th colspan="2">Технические характеристики</th></tr>						<tr><td class="tthlbl">Мощность:</td><td>1500Вт</td></tr>						<tr><td class="tthlbl">Объём пылесборника:</td><td>10л</td></tr>						<tr><td class="tthlbl">Тип пылесборника:</td><td>аквафильтр</td></tr>						<tr><td class="tthlbl">Тип пылесоса:</td><td>обычный</td></tr>						<tr><td class="tthlbl">Тип уборки:</td><td>влажнаясухая</td></tr>						<tr><th colspan="2">Трубки и насадки</th></tr>						<tr><td class="tthlbl">Труба всасывания:</td><td>цельная</td></tr>						<tr><th colspan="2">Характеристики</th></tr>						<tr><td class="tthlbl">Источник питания:</td><td>сеть</td></tr>						<tr><td class="tthlbl">Мощность всасывания:</td><td>300Вт</td></tr>					</table>;7289;assets/images/melkaya-bytovaya-technika/mojushhije_pylesosy/Pylesos-moyushhiy-PHILIPS-TRIATHLON-FC-6843_STIyNzM2MlR0TDE4MA.jpg;assets/images/melkaya-bytovaya-technika/mojushhije_pylesosy/Pylesos-moyushhiy-PHILIPS-TRIATHLON-FC-6843_STIyNzM2MlRp.jpg;PHILIPS;
20;Пылесос моющий VAX 6131;<ul class="tec-char">                        <li class="tec-char"><span>Код марки:</span> <a href="http://www.electrovenik.ru/catalog/small/pylesosy/mojushhije_pylesosy?mfr=2274">VAX</a> </li>                        <li class="tec-char"><span>Высота:</span> 56 см</li>                        <li class="tec-char"><span>Глубина:</span> 32 см</li>                        <li class="tec-char"><span>Ширина:</span> 32 см</li>                        <li class="tec-char"><span>Таймер:</span> Нет </li>                        <li class="tec-char"><span>Дисплей:</span> Нет </li>                        <li class="tec-char"><span>Индикатор заполнения пылесборника:</span> Нет </li>                        <li class="tec-char"><span>Мощность:</span> 1300 Вт</li>                        <li class="tec-char"><span>Объём пылесборника:</span> 8 л</li>                        <li class="tec-char"><span>Тип пылесборника:</span> мешок </li>                        <li class="tec-char"><span>Тип пылесоса:</span> обычный </li>                        <li class="tec-char"><span>Тип уборки:</span> влажная;сухая </li>                        <li class="tec-char"><span>Функция сбора жидкости:</span> Нет </li>                        <li class="tec-char"><span>Пульт ДУ:</span> Нет </li>                        <li class="tec-char"><span>Мощность всасывания:</span> 270 Вт</li>						</ul>;<table class="item-tec-char" id="tthtable">						<tr><th colspan="2"></th></tr>						<tr><th colspan="2">Габариты</th></tr>						<tr><td class="tthlbl">Высота:</td><td>56см</td></tr>						<tr><td class="tthlbl">Глубина:</td><td>32см</td></tr>						<tr><td class="tthlbl">Ширина:</td><td>32см</td></tr>						<tr><th colspan="2">Габариты и вес</th></tr>						<tr><td class="tthlbl">Вес:</td><td>8.08кг</td></tr>						<tr><th colspan="2">Другие функции и особенности</th></tr>						<tr><td class="tthlbl">Уровень шума:</td><td>78дБ</td></tr>						<tr><th colspan="2">Особенности</th></tr>						<tr><td class="tthlbl">Ароматизация:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Вес:</td><td>8.08кг</td></tr>						<tr><td class="tthlbl">Длина сетевого шнура:</td><td>7.5м</td></tr>						<tr><td class="tthlbl">Место для хранения насадок:</td><td>Есть</td></tr>						<tr><td class="tthlbl">Размеры пылесоса (ШxГxВ):</td><td>0,32х0,32х0,56м</td></tr>						<tr><td class="tthlbl">Таймер:</td><td>Нет</td></tr>						<tr><td class="tthlbl">УФ лампа:</td><td>Нет</td></tr>						<tr><th colspan="2">Робот</th></tr>						<tr><td class="tthlbl">Мусоросборник в базе:</td><td>Нет</td></tr>						<tr><th colspan="2">Технические характеристики</th></tr>						<tr><td class="tthlbl">Автоматическое сматывание шнура:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Боковая щетка:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Быстрая уборка:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Вертикальная парковка:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Движение вдоль стен:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Движение зигзагом:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Движение по спирали:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Дисплей:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Индикатор заполнения пылесборника:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Местная уборка:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Мощность:</td><td>1300Вт</td></tr>						<tr><td class="tthlbl">Ножной переключатель вкл./выкл:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Объём пылесборника:</td><td>8л</td></tr>						<tr><td class="tthlbl">Ограничение времени уборки:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Плечевой ремень:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Программирование по дням недели:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Расчет времени уборки:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Регулятор мощности на корпусе:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Сигнал при застревании:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Сигнал при разряде аккумулятора:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Тип пылесборника:</td><td>мешок</td></tr>						<tr><td class="tthlbl">Тип пылесоса:</td><td>обычный</td></tr>						<tr><td class="tthlbl">Тип уборки:</td><td>влажнаясухая</td></tr>						<tr><td class="tthlbl">Управление мощностью на рукоятке:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Функция сбора жидкости:</td><td>Нет</td></tr>						<tr><th colspan="2">Трубки и насадки</th></tr>						<tr><td class="tthlbl">Возможность подключения электрощетки:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Дополнительные насадки в комплекте:</td><td>6м</td></tr>						<tr><td class="tthlbl">Труба всасывания:</td><td>составная</td></tr>						<tr><td class="tthlbl">Турбощетка в комплекте:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Электрощетка в комплекте:</td><td>Нет</td></tr>						<tr><th colspan="2">Функциональность, управление</th></tr>						<tr><td class="tthlbl">Пульт ДУ:</td><td>Нет</td></tr>						<tr><th colspan="2">Характеристики</th></tr>						<tr><td class="tthlbl">Источник питания:</td><td>сеть</td></tr>						<tr><td class="tthlbl">Мощность всасывания:</td><td>270Вт</td></tr>						<tr><td class="tthlbl">Потребляемая мощность:</td><td>1300Вт</td></tr>						<tr><td class="tthlbl">Регулятор мощности:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Фильтр тонкой очистки:</td><td>Есть</td></tr>						<tr><td class="tthlbl">Число ступеней фильтрации:</td><td>5</td></tr>					</table>;7430;assets/images/melkaya-bytovaya-technika/mojushhije_pylesosy/Pylesos-moyushhiy-VAX-6131_STc0ODE0VHRMMTgw.jpg;assets/images/melkaya-bytovaya-technika/mojushhije_pylesosy/Pylesos-moyushhiy-VAX-6131_STc0ODE0VGk.jpg;VAX;
