parent;pagetitle;content1;content2;price;picture;picture-big;brand;;
16;Блендер BOSCH MSM 6B700;"<ul class=""tec-char"">                        <li class=""tec-char""><span>Код марки:</span> <a href=""http://www.electrovenik.ru/catalog/small/melkaja_kuhonnaja_tehnika/blendery?mfr=343"">BOSCH</a> </li>                        <li class=""tec-char""><span>Тип управления:</span> механическое </li>                        <li class=""tec-char""><span>Материал корпуса:</span> пластик </li>                        <li class=""tec-char""><span>Материал погружной части:</span> металл </li>                        <li class=""tec-char""><span>Емкость кувшина:</span> 0.5 л</li>                        <li class=""tec-char""><span>Мощность:</span> 350 Вт</li>                        <li class=""tec-char""><span>Тип блендера:</span> погружной </li>                        <li class=""tec-char""><span>Турборежим:</span> Есть </li>                        <li class=""tec-char""><span>Количество скоростей:</span> 1 </li>						</ul>";"<table class=""item-tec-char"" id=""tthtable"">						<tr><th colspan=""2""></th></tr>						<tr><th colspan=""2"">Габариты и вес</th></tr>						<tr><td class=""tthlbl"">Дополнительная информация:</td><td>чаша измельчителя с крышкой  крышка к стакану</td></tr>      <tr><th colspan=""2"">Общие характеристики</th></tr>      <tr><td class=""tthlbl"">Тип управления:</td><td>механическое</td></tr>      <tr><th colspan=""2"">Особенности</th></tr>      <tr><td class=""tthlbl"">Материал корпуса:</td><td>пластик</td></tr>      <tr><td class=""tthlbl"">Материал кувшина:</td><td>пластик</td></tr>      <tr><td class=""tthlbl"">Материал погружной части:</td><td>металл</td></tr>      <tr><th colspan=""2"">Технические характеристики</th></tr>      <tr><td class=""tthlbl"">Емкость кувшина:</td><td>0.5л</td></tr>      <tr><td class=""tthlbl"">Колка льда:</td><td>Есть</td></tr>      <tr><td class=""tthlbl"">Мощность:</td><td>350Вт</td></tr>      <tr><td class=""tthlbl"">Тип блендера:</td><td>погружной</td></tr>      <tr><td class=""tthlbl"">Турборежим:</td><td>Есть</td></tr>      <tr><th colspan=""2"">Управление</th></tr>      <tr><td class=""tthlbl"">Количество скоростей:</td><td>1</td></tr>      <tr><th colspan=""2"">Функциональные возможности</th></tr>      <tr><td class=""tthlbl"">Венчик для взбивания:</td><td>Есть</td></tr>      <tr><td class=""tthlbl"">Измельчитель:</td><td>Есть</td></tr>      <tr><td class=""tthlbl"">Мерный стакан:</td><td>Есть</td></tr>     </table>";1379;assets/images/kuhonnaya-technika/blendery/Blender-BOSCH-MSM-6B700_STEzNDQ1MVR0TDE4MA.jpg;assets/images/kuhonnaya-technika/blendery/Blender-BOSCH-MSM-6B700_STEzNDQ1MVRp.jpg;BOSCH;;
16;Блендер MOULINEX DD103;"<ul class=""tec-char"">                        <li class=""tec-char""><span>Код марки:</span> <a href=""http://www.electrovenik.ru/catalog/small/melkaja_kuhonnaja_tehnika/blendery?mfr=1454"">MOULINEX</a> </li>                        <li class=""tec-char""><span>Тип управления:</span> механическое </li>                        <li class=""tec-char""><span>Материал корпуса:</span> пластик </li>                        <li class=""tec-char""><span>Материал погружной части:</span> металл </li>                        <li class=""tec-char""><span>Емкость кувшина:</span> 0.8 л</li>                        <li class=""tec-char""><span>Мощность:</span> 350 Вт</li>                        <li class=""tec-char""><span>Тип блендера:</span> погружной </li>                        <li class=""tec-char""><span>Турборежим:</span> Есть </li>                        <li class=""tec-char""><span>Количество скоростей:</span> 1 </li>						</ul>";"<table class=""item-tec-char"" id=""tthtable"">						<tr><th colspan=""2""></th></tr>						<tr><th colspan=""2"">Общие характеристики</th></tr>						<tr><td class=""tthlbl"">Тип управления:</td><td>механическое</td></tr>						<tr><th colspan=""2"">Особенности</th></tr>						<tr><td class=""tthlbl"">Материал корпуса:</td><td>пластик</td></tr>						<tr><td class=""tthlbl"">Материал погружной части:</td><td>металл</td></tr>						<tr><th colspan=""2"">Технические характеристики</th></tr>						<tr><td class=""tthlbl"">Емкость кувшина:</td><td>0.8л</td></tr>						<tr><td class=""tthlbl"">Емкость мельнички:</td><td>0.15л</td></tr>						<tr><td class=""tthlbl"">Мощность:</td><td>350Вт</td></tr>						<tr><td class=""tthlbl"">Тип блендера:</td><td>погружной</td></tr>						<tr><td class=""tthlbl"">Турборежим:</td><td>Есть</td></tr>						<tr><th colspan=""2"">Управление</th></tr>						<tr><td class=""tthlbl"">Количество скоростей:</td><td>1</td></tr>						<tr><th colspan=""2"">Функциональные возможности</th></tr>						<tr><td class=""tthlbl"">Венчик для взбивания:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Мельничка:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Мерный стакан:</td><td>Есть</td></tr>					</table>";1404;assets/images/kuhonnaya-technika/blendery/Blender-MOULINEX-DD103_STI0NTAxM1R0TDE4MA.jpg;assets/images/kuhonnaya-technika/blendery/Blender-MOULINEX-DD103_STI0NTAxM1Rp.jpg;MOULINEX;;
16;Блендер PHILIPS HR 2870/50;"<ul class=""tec-char"">                        <li class=""tec-char""><span>Код марки:</span> <a href=""http://www.electrovenik.ru/catalog/small/melkaja_kuhonnaja_tehnika/blendery?mfr=1652"">PHILIPS</a> </li>                        <li class=""tec-char""><span>Высота:</span> 30 см</li>                        <li class=""tec-char""><span>Глубина:</span> 13 см</li>                        <li class=""tec-char""><span>Ширина:</span> 13 см</li>                        <li class=""tec-char""><span>Тип управления:</span> механическое </li>                        <li class=""tec-char""><span>Материал корпуса:</span> пластик </li>                        <li class=""tec-char""><span>Емкость кувшина:</span> 0.6 л</li>                        <li class=""tec-char""><span>Мощность:</span> 250 Вт</li>                        <li class=""tec-char""><span>Тип блендера:</span> стационарный </li>                        <li class=""tec-char""><span>Турборежим:</span> Нет </li>                        <li class=""tec-char""><span>Количество скоростей:</span> 2 </li>						</ul>";"<table class=""item-tec-char"" id=""tthtable"">						<tr><th colspan=""2""></th></tr>						<tr><th colspan=""2"">Габариты</th></tr>						<tr><td class=""tthlbl"">Высота:</td><td>30см</td></tr>						<tr><td class=""tthlbl"">Глубина:</td><td>13см</td></tr>						<tr><td class=""tthlbl"">Ширина:</td><td>13см</td></tr>						<tr><th colspan=""2"">Габариты и вес</th></tr>						<tr><td class=""tthlbl"">Вес:</td><td>1.08кг</td></tr>						<tr><th colspan=""2"">Общие характеристики</th></tr>						<tr><td class=""tthlbl"">Тип управления:</td><td>механическое</td></tr>						<tr><th colspan=""2"">Особенности</th></tr>						<tr><td class=""tthlbl"">Длина сетевого шнура:</td><td>1м</td></tr>						<tr><td class=""tthlbl"">Материал корпуса:</td><td>пластик</td></tr>						<tr><td class=""tthlbl"">Материал кувшина:</td><td>пластик</td></tr>						<tr><td class=""tthlbl"">Отсек для сетевого шнура:</td><td>Есть</td></tr>						<tr><th colspan=""2"">Технические характеристики</th></tr>						<tr><td class=""tthlbl"">Емкость кувшина:</td><td>0.6л</td></tr>						<tr><td class=""tthlbl"">Мощность:</td><td>250Вт</td></tr>						<tr><td class=""tthlbl"">Тип блендера:</td><td>стационарный</td></tr>						<tr><td class=""tthlbl"">Турборежим:</td><td>Нет</td></tr>						<tr><th colspan=""2"">Управление</th></tr>						<tr><td class=""tthlbl"">Количество скоростей:</td><td>2</td></tr>					</table>";1449;assets/images/kuhonnaya-technika/blendery/Blender-PHILIPS-HR-2870-50_STIzNDQ2N1R0TDE4MA.jpg;assets/images/kuhonnaya-technika/blendery/Blender-PHILIPS-HR-2870-50_STIzNDQ2N1Rp.jpg;PHILIPS;;
16;Блендер PHILIPS HR 1615/90;"<ul class=""tec-char"">                        <li class=""tec-char""><span>Код марки:</span> <a href=""http://www.electrovenik.ru/catalog/small/melkaja_kuhonnaja_tehnika/blendery?mfr=1652"">PHILIPS</a> </li>                        <li class=""tec-char""><span>Тип управления:</span> электронное </li>                        <li class=""tec-char""><span>Материал корпуса:</span> пластик </li>                        <li class=""tec-char""><span>Материал погружной части:</span> металл </li>                        <li class=""tec-char""><span>Емкость кувшина:</span> 1 л</li>                        <li class=""tec-char""><span>Мощность:</span> 650 Вт</li>                        <li class=""tec-char""><span>Тип блендера:</span> погружной </li>                        <li class=""tec-char""><span>Турборежим:</span> Есть </li>                        <li class=""tec-char""><span>Количество скоростей:</span> 16 </li>						</ul>";"<table class=""item-tec-char"" id=""tthtable"">						<tr><th colspan=""2""></th></tr>						<tr><th colspan=""2"">Общие характеристики</th></tr>						<tr><td class=""tthlbl"">Тип управления:</td><td>электронное</td></tr>						<tr><th colspan=""2"">Особенности</th></tr>						<tr><td class=""tthlbl"">Материал корпуса:</td><td>пластик</td></tr>						<tr><td class=""tthlbl"">Материал кувшина:</td><td>пластик</td></tr>						<tr><td class=""tthlbl"">Материал погружной части:</td><td>металл</td></tr>						<tr><th colspan=""2"">Технические характеристики</th></tr>						<tr><td class=""tthlbl"">Емкость кувшина:</td><td>1л</td></tr>						<tr><td class=""tthlbl"">Емкость мерного стакана:</td><td>1.7</td></tr>						<tr><td class=""tthlbl"">Мощность:</td><td>650Вт</td></tr>						<tr><td class=""tthlbl"">Тип блендера:</td><td>погружной</td></tr>						<tr><td class=""tthlbl"">Турборежим:</td><td>Есть</td></tr>						<tr><th colspan=""2"">Управление</th></tr>						<tr><td class=""tthlbl"">Количество скоростей:</td><td>16</td></tr>						<tr><th colspan=""2"">Функциональные возможности</th></tr>						<tr><td class=""tthlbl"">Измельчитель:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Мерный стакан:</td><td>Есть</td></tr>					</table>";1449;assets/images/kuhonnaya-technika/blendery/Blender-PHILIPS-HR-1615-90_STIzNDQ4MFR0TDE4MA.jpg;assets/images/kuhonnaya-technika/blendery/Blender-PHILIPS-HR-1615-90_STIzNDQ4MFRp.jpg;PHILIPS;;
16;Блендер PHILIPS HR 1615/90;"<ul class=""tec-char"">                        <li class=""tec-char""><span>Код марки:</span> <a href=""http://www.electrovenik.ru/catalog/small/melkaja_kuhonnaja_tehnika/blendery?mfr=1652"">PHILIPS</a> </li>                        <li class=""tec-char""><span>Тип управления:</span> электронное </li>                        <li class=""tec-char""><span>Материал корпуса:</span> пластик </li>                        <li class=""tec-char""><span>Материал погружной части:</span> металл </li>                        <li class=""tec-char""><span>Емкость кувшина:</span> 1 л</li>                        <li class=""tec-char""><span>Мощность:</span> 650 Вт</li>                        <li class=""tec-char""><span>Тип блендера:</span> погружной </li>                        <li class=""tec-char""><span>Турборежим:</span> Есть </li>                        <li class=""tec-char""><span>Количество скоростей:</span> 16 </li>						</ul>";"<table class=""item-tec-char"" id=""tthtable"">						<tr><th colspan=""2""></th></tr>						<tr><th colspan=""2"">Общие характеристики</th></tr>						<tr><td class=""tthlbl"">Тип управления:</td><td>электронное</td></tr>						<tr><th colspan=""2"">Особенности</th></tr>						<tr><td class=""tthlbl"">Материал корпуса:</td><td>пластик</td></tr>						<tr><td class=""tthlbl"">Материал кувшина:</td><td>пластик</td></tr>						<tr><td class=""tthlbl"">Материал погружной части:</td><td>металл</td></tr>						<tr><th colspan=""2"">Технические характеристики</th></tr>						<tr><td class=""tthlbl"">Емкость кувшина:</td><td>1л</td></tr>						<tr><td class=""tthlbl"">Емкость мерного стакана:</td><td>1.7</td></tr>						<tr><td class=""tthlbl"">Мощность:</td><td>650Вт</td></tr>						<tr><td class=""tthlbl"">Тип блендера:</td><td>погружной</td></tr>						<tr><td class=""tthlbl"">Турборежим:</td><td>Есть</td></tr>						<tr><th colspan=""2"">Управление</th></tr>						<tr><td class=""tthlbl"">Количество скоростей:</td><td>16</td></tr>						<tr><th colspan=""2"">Функциональные возможности</th></tr>						<tr><td class=""tthlbl"">Измельчитель:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Мерный стакан:</td><td>Есть</td></tr>					</table>";1449;assets/images/kuhonnaya-technika/blendery/Blender-PHILIPS-HR-1615-90_STIzNDQ4MFR0TDE4MA.jpg;assets/images/kuhonnaya-technika/blendery/Blender-PHILIPS-HR-1615-90_STIzNDQ4MFRp.jpg;PHILIPS;;
16;Блендер MOULINEX DD101;"<ul class=""tec-char"">                        <li class=""tec-char""><span>Код марки:</span> <a href=""http://www.electrovenik.ru/catalog/small/melkaja_kuhonnaja_tehnika/blendery?mfr=1454"">MOULINEX</a> </li>                        <li class=""tec-char""><span>Тип управления:</span> механическое </li>                        <li class=""tec-char""><span>Материал корпуса:</span> пластик </li>                        <li class=""tec-char""><span>Материал погружной части:</span> металл </li>                        <li class=""tec-char""><span>Емкость кувшина:</span> 0.8 л</li>                        <li class=""tec-char""><span>Мощность:</span> 350 Вт</li>                        <li class=""tec-char""><span>Тип блендера:</span> погружной </li>                        <li class=""tec-char""><span>Турборежим:</span> Есть </li>                        <li class=""tec-char""><span>Количество скоростей:</span> 1 </li>						</ul>";"<table class=""item-tec-char"" id=""tthtable"">						<tr><th colspan=""2""></th></tr>						<tr><th colspan=""2"">Общие характеристики</th></tr>						<tr><td class=""tthlbl"">Тип управления:</td><td>механическое</td></tr>						<tr><th colspan=""2"">Особенности</th></tr>						<tr><td class=""tthlbl"">Материал корпуса:</td><td>пластик</td></tr>						<tr><td class=""tthlbl"">Материал погружной части:</td><td>металл</td></tr>						<tr><th colspan=""2"">Технические характеристики</th></tr>						<tr><td class=""tthlbl"">Емкость кувшина:</td><td>0.8л</td></tr>						<tr><td class=""tthlbl"">Мощность:</td><td>350Вт</td></tr>						<tr><td class=""tthlbl"">Тип блендера:</td><td>погружной</td></tr>						<tr><td class=""tthlbl"">Турборежим:</td><td>Есть</td></tr>						<tr><th colspan=""2"">Управление</th></tr>						<tr><td class=""tthlbl"">Количество скоростей:</td><td>1</td></tr>						<tr><th colspan=""2"">Функциональные возможности</th></tr>						<tr><td class=""tthlbl"">Мерный стакан:</td><td>Есть</td></tr>					</table>";1471;assets/images/kuhonnaya-technika/blendery/Blender-MOULINEX-DD101_STI0NTAwMVR0TDE4MA.jpg;assets/images/kuhonnaya-technika/blendery/Blender-MOULINEX-DD101_STI0NTAwMVRp.jpg;MOULINEX;;
16;Блендер BINATONE NB 7703B;"<ul class=""tec-char"">                        <li class=""tec-char""><span>Код марки:</span> <a href=""http://www.electrovenik.ru/catalog/small/melkaja_kuhonnaja_tehnika/blendery?mfr=303"">BINATONE</a> </li>                        <li class=""tec-char""><span>Тип управления:</span> механическое </li>                        <li class=""tec-char""><span>Материал корпуса:</span> пластик </li>                        <li class=""tec-char""><span>Емкость кувшина:</span> 1.5 л</li>                        <li class=""tec-char""><span>Мощность:</span> 500 Вт</li>                        <li class=""tec-char""><span>Тип блендера:</span> стационарный </li>                        <li class=""tec-char""><span>Турборежим:</span> Есть </li>                        <li class=""tec-char""><span>Количество скоростей:</span> 3 </li>						</ul>";"<table class=""item-tec-char"" id=""tthtable"">						<tr><th colspan=""2""></th></tr>						<tr><th colspan=""2"">Габариты и вес</th></tr>						<tr><td class=""tthlbl"">Вес:</td><td>2.7кг</td></tr>						<tr><th colspan=""2"">Общие характеристики</th></tr>						<tr><td class=""tthlbl"">Тип управления:</td><td>механическое</td></tr>						<tr><th colspan=""2"">Особенности</th></tr>						<tr><td class=""tthlbl"">Материал корпуса:</td><td>пластик</td></tr>						<tr><td class=""tthlbl"">Материал кувшина:</td><td>пластик</td></tr>						<tr><td class=""tthlbl"">Отверстие для ингредиентов:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Отсек для сетевого шнура:</td><td>Есть</td></tr>						<tr><th colspan=""2"">Технические характеристики</th></tr>						<tr><td class=""tthlbl"">Емкость кувшина:</td><td>1.5л</td></tr>						<tr><td class=""tthlbl"">Мощность:</td><td>500Вт</td></tr>						<tr><td class=""tthlbl"">Тип блендера:</td><td>стационарный</td></tr>						<tr><td class=""tthlbl"">Турборежим:</td><td>Есть</td></tr>						<tr><th colspan=""2"">Управление</th></tr>						<tr><td class=""tthlbl"">Импульсный режим:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Количество скоростей:</td><td>3</td></tr>					</table>";1489;assets/images/kuhonnaya-technika/blendery/Blender-BINATONE-NB-7703B_STI0MTM3N1R0TDE4MA.jpg;assets/images/kuhonnaya-technika/blendery/Blender-BINATONE-NB-7703B_STI0MTM3N1Rp.jpg;BINATONE;;
16;Блендер BINATONE NB 7703;"<ul class=""tec-char"">                        <li class=""tec-char""><span>Код марки:</span> <a href=""http://www.electrovenik.ru/catalog/small/melkaja_kuhonnaja_tehnika/blendery?mfr=303"">BINATONE</a> </li>                        <li class=""tec-char""><span>Тип управления:</span> механическое </li>                        <li class=""tec-char""><span>Материал корпуса:</span> пластик </li>                        <li class=""tec-char""><span>Емкость кувшина:</span> 1.5 л</li>                        <li class=""tec-char""><span>Мощность:</span> 500 Вт</li>                        <li class=""tec-char""><span>Тип блендера:</span> стационарный </li>                        <li class=""tec-char""><span>Турборежим:</span> Нет </li>                        <li class=""tec-char""><span>Количество скоростей:</span> 3 </li>						</ul>";"<table class=""item-tec-char"" id=""tthtable"">						<tr><th colspan=""2""></th></tr>						<tr><th colspan=""2"">Габариты и вес</th></tr>						<tr><td class=""tthlbl"">Вес:</td><td>2.7кг</td></tr>						<tr><th colspan=""2"">Общие характеристики</th></tr>						<tr><td class=""tthlbl"">Тип управления:</td><td>механическое</td></tr>						<tr><th colspan=""2"">Особенности</th></tr>						<tr><td class=""tthlbl"">Длина сетевого шнура:</td><td>1.24м</td></tr>						<tr><td class=""tthlbl"">Материал корпуса:</td><td>пластик</td></tr>						<tr><td class=""tthlbl"">Материал кувшина:</td><td>пластик</td></tr>						<tr><td class=""tthlbl"">Отверстие для ингредиентов:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Отсек для сетевого шнура:</td><td>Есть</td></tr>						<tr><th colspan=""2"">Технические характеристики</th></tr>						<tr><td class=""tthlbl"">Емкость кувшина:</td><td>1.5л</td></tr>						<tr><td class=""tthlbl"">Мощность:</td><td>500Вт</td></tr>						<tr><td class=""tthlbl"">Тип блендера:</td><td>стационарный</td></tr>						<tr><td class=""tthlbl"">Турборежим:</td><td>Нет</td></tr>						<tr><th colspan=""2"">Управление</th></tr>						<tr><td class=""tthlbl"">Импульсный режим:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Количество скоростей:</td><td>3</td></tr>					</table>";1499;assets/images/kuhonnaya-technika/blendery/Blender-BINATONE-NB-7703_STI0MTM3OFR0TDE4MA.jpg;assets/images/kuhonnaya-technika/blendery/Blender-BINATONE-NB-7703_STI0MTM3OFRp.jpg;BINATONE;;
16;Блендер TEFAL HB 7151;"<ul class=""tec-char"">                        <li class=""tec-char""><span>Код марки:</span> <a href=""http://www.electrovenik.ru/catalog/small/melkaja_kuhonnaja_tehnika/blendery?mfr=2143"">TEFAL</a> </li>                        <li class=""tec-char""><span>Тип управления:</span> механическое </li>                        <li class=""tec-char""><span>Материал корпуса:</span> пластик </li>                        <li class=""tec-char""><span>Материал погружной части:</span> пластик </li>                        <li class=""tec-char""><span>Емкость кувшина:</span> 0.8 л</li>                        <li class=""tec-char""><span>Мощность:</span> 700 Вт</li>                        <li class=""tec-char""><span>Тип блендера:</span> погружной </li>                        <li class=""tec-char""><span>Турборежим:</span> Есть </li>                        <li class=""tec-char""><span>Количество скоростей:</span> 2 </li>						</ul>";"<table class=""item-tec-char"" id=""tthtable"">						<tr><th colspan=""2""></th></tr>						<tr><th colspan=""2"">Общие характеристики</th></tr>						<tr><td class=""tthlbl"">Тип управления:</td><td>механическое</td></tr>						<tr><th colspan=""2"">Особенности</th></tr>						<tr><td class=""tthlbl"">Крепление на стену:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Материал корпуса:</td><td>пластик</td></tr>						<tr><td class=""tthlbl"">Материал погружной части:</td><td>пластик</td></tr>						<tr><th colspan=""2"">Технические характеристики</th></tr>						<tr><td class=""tthlbl"">Емкость кувшина:</td><td>0.8л</td></tr>						<tr><td class=""tthlbl"">Мощность:</td><td>700Вт</td></tr>						<tr><td class=""tthlbl"">Тип блендера:</td><td>погружной</td></tr>						<tr><td class=""tthlbl"">Турборежим:</td><td>Есть</td></tr>						<tr><th colspan=""2"">Управление</th></tr>						<tr><td class=""tthlbl"">Количество скоростей:</td><td>2</td></tr>						<tr><th colspan=""2"">Функциональные возможности</th></tr>						<tr><td class=""tthlbl"">Венчик для взбивания:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Измельчитель:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Мерный стакан:</td><td>Есть</td></tr>					</table>";1519;assets/images/kuhonnaya-technika/blendery/Blender-TEFAL-HB-7151_STI0NTMyMVR0TDE4MA.jpg;assets/images/kuhonnaya-technika/blendery/Blender-TEFAL-HB-7151_STI0NTMyMVRp.jpg;TEFAL;;
16;Блендер ELECTROLUX ESTM4600;"<ul class=""tec-char"">                        <li class=""tec-char""><span>Код марки:</span> <a href=""http://www.electrovenik.ru/catalog/small/melkaja_kuhonnaja_tehnika/blendery?mfr=680"">ELECTROLUX</a> </li>                        <li class=""tec-char""><span>Тип управления:</span> механическое </li>                        <li class=""tec-char""><span>Материал корпуса:</span> пластик </li>                        <li class=""tec-char""><span>Материал погружной части:</span> металл </li>                        <li class=""tec-char""><span>Емкость кувшина:</span> 0.8 л</li>                        <li class=""tec-char""><span>Мощность:</span> 500 Вт</li>                        <li class=""tec-char""><span>Тип блендера:</span> погружной </li>                        <li class=""tec-char""><span>Турборежим:</span> Есть </li>                        <li class=""tec-char""><span>Количество скоростей:</span> 2 </li>						</ul>";"<table class=""item-tec-char"" id=""tthtable"">						<tr><th colspan=""2""></th></tr>						<tr><th colspan=""2"">Общие характеристики</th></tr>						<tr><td class=""tthlbl"">Тип управления:</td><td>механическое</td></tr>						<tr><th colspan=""2"">Особенности</th></tr>						<tr><td class=""tthlbl"">Длина сетевого шнура:</td><td>1.8м</td></tr>						<tr><td class=""tthlbl"">Крепление на стену:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Материал корпуса:</td><td>пластик</td></tr>						<tr><td class=""tthlbl"">Материал погружной части:</td><td>металл</td></tr>						<tr><th colspan=""2"">Технические характеристики</th></tr>						<tr><td class=""tthlbl"">Емкость кувшина:</td><td>0.8л</td></tr>						<tr><td class=""tthlbl"">Колка льда:</td><td>Нет</td></tr>						<tr><td class=""tthlbl"">Мощность:</td><td>500Вт</td></tr>						<tr><td class=""tthlbl"">Тип блендера:</td><td>погружной</td></tr>						<tr><td class=""tthlbl"">Турборежим:</td><td>Есть</td></tr>						<tr><th colspan=""2"">Управление</th></tr>						<tr><td class=""tthlbl"">Количество скоростей:</td><td>2</td></tr>						<tr><th colspan=""2"">Функциональные возможности</th></tr>						<tr><td class=""tthlbl"">Венчик для взбивания:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Мельничка:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Мерный стакан:</td><td>Есть</td></tr>					</table>";1524;assets/images/kuhonnaya-technika/blendery/Blender-ELECTROLUX-ESTM4600_STIzODY0MVR0TDE4MA.jpg;assets/images/kuhonnaya-technika/blendery/Blender-ELECTROLUX-ESTM4600_STIzODY0MVRp.jpg;ELECTROLUX;;
16;Блендер KENWOOD HBM710;"<ul class=""tec-char"">                        <li class=""tec-char""><span>Код марки:</span> <a href=""http://www.electrovenik.ru/catalog/small/melkaja_kuhonnaja_tehnika/blendery?mfr=1161"">KENWOOD</a> </li>                        <li class=""tec-char""><span>Высота:</span> 39 см</li>                        <li class=""tec-char""><span>Глубина:</span> 7.3 см</li>                        <li class=""tec-char""><span>Ширина:</span> 7.3 см</li>                        <li class=""tec-char""><span>Тип управления:</span> механическое </li>                        <li class=""tec-char""><span>Материал корпуса:</span> пластик </li>                        <li class=""tec-char""><span>Материал погружной части:</span> металл </li>                        <li class=""tec-char""><span>Емкость кувшина:</span> 0.75 л</li>                        <li class=""tec-char""><span>Мощность:</span> 700 Вт</li>                        <li class=""tec-char""><span>Тип блендера:</span> погружной </li>                        <li class=""tec-char""><span>Турборежим:</span> Есть </li>                        <li class=""tec-char""><span>Количество скоростей:</span> 1 </li>						</ul>";"<table class=""item-tec-char"" id=""tthtable"">						<tr><th colspan=""2""></th></tr>						<tr><th colspan=""2"">Габариты</th></tr>						<tr><td class=""tthlbl"">Высота:</td><td>39см</td></tr>						<tr><td class=""tthlbl"">Глубина:</td><td>7.3см</td></tr>						<tr><td class=""tthlbl"">Ширина:</td><td>7.3см</td></tr>						<tr><th colspan=""2"">Габариты и вес</th></tr>						<tr><td class=""tthlbl"">Вес:</td><td>0.87кг</td></tr>						<tr><th colspan=""2"">Общие характеристики</th></tr>						<tr><td class=""tthlbl"">Тип управления:</td><td>механическое</td></tr>						<tr><th colspan=""2"">Особенности</th></tr>						<tr><td class=""tthlbl"">Материал корпуса:</td><td>пластик</td></tr>						<tr><td class=""tthlbl"">Материал погружной части:</td><td>металл</td></tr>						<tr><th colspan=""2"">Технические характеристики</th></tr>						<tr><td class=""tthlbl"">Емкость кувшина:</td><td>0.75л</td></tr>						<tr><td class=""tthlbl"">Мощность:</td><td>700Вт</td></tr>						<tr><td class=""tthlbl"">Тип блендера:</td><td>погружной</td></tr>						<tr><td class=""tthlbl"">Турборежим:</td><td>Есть</td></tr>						<tr><th colspan=""2"">Управление</th></tr>						<tr><td class=""tthlbl"">Количество скоростей:</td><td>1</td></tr>						<tr><th colspan=""2"">Функциональные возможности</th></tr>						<tr><td class=""tthlbl"">Мерный стакан:</td><td>Есть</td></tr>					</table>";1531;assets/images/kuhonnaya-technika/blendery/Blender-KENWOOD-HBM710_STIzNzUzNVR0TDE4MA.jpg;assets/images/kuhonnaya-technika/blendery/Blender-KENWOOD-HBM710_STIzNzUzNVRp.jpg;KENWOOD;;
16;Блендер BRAUN MR 320 Baby;"<ul class=""tec-char"">                        <li class=""tec-char""><span>Код марки:</span> <a href=""http://www.electrovenik.ru/catalog/small/melkaja_kuhonnaja_tehnika/blendery?mfr=352"">BRAUN</a> </li>                        <li class=""tec-char""><span>Тип управления:</span> механическое </li>                        <li class=""tec-char""><span>Материал корпуса:</span> пластик </li>                        <li class=""tec-char""><span>Материал погружной части:</span> пластик </li>                        <li class=""tec-char""><span>Емкость кувшина:</span> 0.35 л</li>                        <li class=""tec-char""><span>Мощность:</span> 450 Вт</li>                        <li class=""tec-char""><span>Тип блендера:</span> погружной </li>                        <li class=""tec-char""><span>Турборежим:</span> Есть </li>                        <li class=""tec-char""><span>Количество скоростей:</span> 2 </li>						</ul>";"<table class=""item-tec-char"" id=""tthtable"">						<tr><th colspan=""2""></th></tr>						<tr><th colspan=""2"">Общие характеристики</th></tr>						<tr><td class=""tthlbl"">Тип управления:</td><td>механическое</td></tr>						<tr><th colspan=""2"">Особенности</th></tr>						<tr><td class=""tthlbl"">Материал корпуса:</td><td>пластик</td></tr>						<tr><td class=""tthlbl"">Материал кувшина:</td><td>пластик</td></tr>						<tr><td class=""tthlbl"">Материал погружной части:</td><td>пластик</td></tr>						<tr><th colspan=""2"">Технические характеристики</th></tr>						<tr><td class=""tthlbl"">Емкость кувшина:</td><td>0.35л</td></tr>						<tr><td class=""tthlbl"">Мощность:</td><td>450Вт</td></tr>						<tr><td class=""tthlbl"">Тип блендера:</td><td>погружной</td></tr>						<tr><td class=""tthlbl"">Турборежим:</td><td>Есть</td></tr>						<tr><th colspan=""2"">Управление</th></tr>						<tr><td class=""tthlbl"">Количество скоростей:</td><td>2</td></tr>						<tr><th colspan=""2"">Функциональные возможности</th></tr>						<tr><td class=""tthlbl"">Измельчитель:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Мельничка:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Мерный стакан:</td><td>Есть</td></tr>					</table>";1549;assets/images/kuhonnaya-technika/blendery/Blender-BRAUN-MR-320-Baby_STE2MjExOFR0TDE4MA.jpg;assets/images/kuhonnaya-technika/blendery/Blender-BRAUN-MR-320-Baby_STE2MjExOFRp.jpg;BRAUN;;
