parent;pagetitle;content1;content2;price;picture;picture-big;brand;;;;;;
66;Blu-Ray плеер PHILIPS BDP 7100;"<ul class=""tec-char"">                        <li class=""tec-char""><span>Код марки:</span> <a href=""http://www.electrovenik.ru/catalog/audiovideo/blue_ray_proigryvateli?mfr=1652"">PHILIPS</a> </li>                        <li class=""tec-char""><span>Поддерживаемые носители:</span> BD (Blu-ray Disc), DVD, DVD R, DVD RW, CD, CD-R, CD-RW </li>                        <li class=""tec-char""><span>Прогрессивная развертка:</span> Есть </li>                        <li class=""tec-char""><span>Цвет:</span> черный </li>                        <li class=""tec-char""><span>Караоке:</span> Нет </li>                        <li class=""tec-char""><span>Вес:</span> 4.2 кг</li>                        <li class=""tec-char""><span>Тип плеера:</span> Blu-ray </li>						</ul>";"<table class=""item-tec-char"" id=""tthtable"">						<tr><th colspan=""2""></th></tr>						<tr><th colspan=""2"">CD-проигрыватель</th></tr>						<tr><td class=""tthlbl"">Поддерживаемые носители:</td><td>BD (Blu-ray Disc), DVD, DVD R, DVD RW, CD, CD-R, CD-RW</td></tr>						<tr><th colspan=""2"">Видео</th></tr>						<tr><td class=""tthlbl"">Прогрессивная развертка:</td><td>Есть</td></tr>						<tr><th colspan=""2"">Дополнительно</th></tr>						<tr><td class=""tthlbl"">Функция увеличения изображения (ZOOM):</td><td>есть, при проигрывании, при паузе</td></tr>						<tr><td class=""tthlbl"">Цвет:</td><td>черныйм</td></tr>						<tr><th colspan=""2"">Интерфейсы</th></tr>						<tr><td class=""tthlbl"">Выходы:</td><td>композитный, S-video, компонентный, HDMI, аудио стерео, аудио 5.1CH, аудио коаксиальный</td></tr>						<tr><th colspan=""2"">Мультимедиа</th></tr>						<tr><td class=""tthlbl"">Поддерживаемые носители:</td><td>BD (Blu-ray Disc), DVD, DVD R, DVD RW, CD, CD-R, CD-RW</td></tr>						<tr><td class=""tthlbl"">Поддерживаемые форматы:</td><td>MP3, H.264, VC-1, MPEG2, JPEG</td></tr>						<tr><th colspan=""2"">Общие характеристики</th></tr>						<tr><td class=""tthlbl"">Цвет:</td><td>черный</td></tr>						<tr><th colspan=""2"">Основные характеристики</th></tr>						<tr><td class=""tthlbl"">Декодеры:</td><td>Dolby Digital, DTS, Dolby TrueHD, DTS-HD</td></tr>						<tr><td class=""tthlbl"">Караоке:</td><td>Нет</td></tr>						<tr><td class=""tthlbl"">Масштабирование до разрешения HDTV:</td><td>Есть</td></tr>						<tr><th colspan=""2"">Размеры и вес</th></tr>						<tr><td class=""tthlbl"">Вес:</td><td>4.2кг</td></tr>						<tr><td class=""tthlbl"">Размеры (ШxВxГ):</td><td>430x79x319мм</td></tr>						<tr><th colspan=""2"">Технические характеристики</th></tr>						<tr><td class=""tthlbl"">Тип плеера:</td><td>Blu-ray</td></tr>						<tr><td class=""tthlbl"">Увеличение изображения при паузе:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Увеличение изображения при проигрывании:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Частота дискретизации аудио ЦАП:</td><td>192кГц</td></tr>						<tr><td class=""tthlbl"">Частота дискретизации видео ЦАП:</td><td>216МГц</td></tr>						<tr><th colspan=""2"">Форматы и носители</th></tr>						<tr><td class=""tthlbl"">Поддерживаемые форматы:</td><td>MP3, H.264, VC-1, MPEG2, JPEG</td></tr>						<tr><th colspan=""2"">Характеристики</th></tr>						<tr><td class=""tthlbl"">Аудио ЦАП:</td><td>24бит</td></tr>						<tr><td class=""tthlbl"">Видео ЦАП:</td><td>12бит</td></tr>						<tr><td class=""tthlbl"">Динамический диапазон:</td><td>100дБ</td></tr>						<tr><td class=""tthlbl"">Отношение сигнал/шум (аудио):</td><td>110дБ</td></tr>						<tr><td class=""tthlbl"">Прогрессивная развертка:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Разрешение выходного сигнала (HD):</td><td>720p, 1080i, 1080p</td></tr>					</table>";13770;assets/images/audiovideo/blue_ray_proigryvateli/Blu-Ray-pleer-PHILIPS-BDP-7100_STIzMDI5NFR0TDE4MA.jpg;assets/images/audiovideo/blue_ray_proigryvateli/Blu-Ray-pleer-PHILIPS-BDP-7100_STIzMDI5NFRp.jpg;PHILIPS;;;;;;
66;Blu-Ray плеер SAMSUNG BD-E6500;"<ul class=""tec-char"">                        <li class=""tec-char""><span>Код марки:</span> <a href=""http://www.electrovenik.ru/catalog/audiovideo/blue_ray_proigryvateli?mfr=1880"">SAMSUNG</a> </li>						</ul>";"<table class=""item-tec-char"" id=""tthtable"">						<tr><th colspan=""2""></th></tr>					</table>";2554;assets/images/audiovideo/blue_ray_proigryvateli/Blu-Ray-pleer-SAMSUNG-BD-E6500_STI1MTg4NVR0TDE4MA.jpg;assets/images/audiovideo/blue_ray_proigryvateli/Blu-Ray-pleer-SAMSUNG-BD-E6500_STI1MTg4NVRp.jpg;SAMSUNG;;;;;;
66;Blu-Ray плеер SAMSUNG BD-E6500;"<ul class=""tec-char"">                        <li class=""tec-char""><span>Код марки:</span> <a href=""http://www.electrovenik.ru/catalog/audiovideo/blue_ray_proigryvateli?mfr=1880"">SAMSUNG</a> </li>						</ul>";"<table class=""item-tec-char"" id=""tthtable"">						<tr><th colspan=""2""></th></tr>					</table>";2554;assets/images/audiovideo/blue_ray_proigryvateli/Blu-Ray-pleer-SAMSUNG-BD-E6500_STI1MTg4NVR0TDE4MA.jpg;assets/images/audiovideo/blue_ray_proigryvateli/Blu-Ray-pleer-SAMSUNG-BD-E6500_STI1MTg4NVRp.jpg;SAMSUNG;;;;;;
66;Blu-Ray плеер SAMSUNG BD-ES6000;"<ul class=""tec-char"">                        <li class=""tec-char""><span>Код марки:</span> <a href=""http://www.electrovenik.ru/catalog/audiovideo/blue_ray_proigryvateli?mfr=1880"">SAMSUNG</a> </li>						</ul>";"<table class=""item-tec-char"" id=""tthtable"">						<tr><th colspan=""2""></th></tr>					</table>";2554;assets/images/audiovideo/blue_ray_proigryvateli/Blu-Ray-pleer-SAMSUNG-BD-ES6000_STI1MTg4MFR0TDE4MA.jpg;assets/images/audiovideo/blue_ray_proigryvateli/Blu-Ray-pleer-SAMSUNG-BD-ES6000_STI1MTg4MFRp.jpg;SAMSUNG;;;;;;
66;Blu-Ray плеер TOSHIBA BDX1200KR;"<ul class=""tec-char"">                        <li class=""tec-char""><span>Код марки:</span> <a href=""http://www.electrovenik.ru/catalog/audiovideo/blue_ray_proigryvateli?mfr=2199"">TOSHIBA</a> </li>                        <li class=""tec-char""><span>Поддерживаемые носители:</span> BD (Blu-ray Disc), BD-R, BD-Re </li>                        <li class=""tec-char""><span>Прогрессивная развертка:</span> Есть </li>                        <li class=""tec-char""><span>Цвет:</span> черный </li>                        <li class=""tec-char""><span>Караоке:</span> Нет </li>                        <li class=""tec-char""><span>Интерфейс USB Type A:</span> Есть </li>                        <li class=""tec-char""><span>Тип плеера:</span> Blu-ray </li>						</ul>";"<table class=""item-tec-char"" id=""tthtable"">						<tr><th colspan=""2""></th></tr>						<tr><th colspan=""2"">CD-проигрыватель</th></tr>						<tr><td class=""tthlbl"">Поддерживаемые носители:</td><td>BD (Blu-ray Disc), BD-R, BD-Re</td></tr>						<tr><th colspan=""2"">Видео</th></tr>						<tr><td class=""tthlbl"">Прогрессивная развертка:</td><td>Есть</td></tr>						<tr><th colspan=""2"">Интерфейсы</th></tr>						<tr><td class=""tthlbl"">Выходы:</td><td>композитный, HDMI, аудио стерео, аудио коаксиальный</td></tr>						<tr><th colspan=""2"">Общие характеристики</th></tr>						<tr><td class=""tthlbl"">Цвет:</td><td>черный</td></tr>						<tr><th colspan=""2"">Основные характеристики</th></tr>						<tr><td class=""tthlbl"">Караоке:</td><td>Нет</td></tr>						<tr><td class=""tthlbl"">Масштабирование до разрешения HDTV:</td><td>Есть</td></tr>						<tr><th colspan=""2"">Разъемы</th></tr>						<tr><td class=""tthlbl"">Интерфейс USB Type A:</td><td>Есть</td></tr>						<tr><th colspan=""2"">Технические характеристики</th></tr>						<tr><td class=""tthlbl"">Интерфейс Ethernet:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Тип плеера:</td><td>Blu-ray</td></tr>						<tr><th colspan=""2"">Форматы и носители</th></tr>						<tr><td class=""tthlbl"">Поддерживаемые форматы:</td><td>MP3, MKV, AVCHD, H.264, MPEG4, DivX, DivX HD, XviD, VideoCD, SVCD, JPEG</td></tr>					</table>";2699;assets/images/audiovideo/blue_ray_proigryvateli/Blu-Ray-pleer-TOSHIBA-BDX1200KR_STI1MjU2NFR0TDE4MA.jpg;assets/images/audiovideo/blue_ray_proigryvateli/Blu-Ray-pleer-TOSHIBA-BDX1200KR_STI1MjU2NFRp.jpg;TOSHIBA;;;;;;
66;Blu-Ray плеер SUPRA BDP-214;"<ul class=""tec-char"">                        <li class=""tec-char""><span>Код марки:</span> <a href=""http://www.electrovenik.ru/catalog/audiovideo/blue_ray_proigryvateli?mfr=2092"">SUPRA</a> </li>                        <li class=""tec-char""><span>Поддерживаемые носители:</span> BD (Blu-ray Disc), BD-R, BD-Re, DVD, DVD R, DVD RW, CD, CD-R, CD-RW </li>                        <li class=""tec-char""><span>Прогрессивная развертка:</span> Есть </li>                        <li class=""tec-char""><span>Цвет:</span> черный </li>                        <li class=""tec-char""><span>Караоке:</span> Нет </li>                        <li class=""tec-char""><span>Вес:</span> 1.85 кг</li>                        <li class=""tec-char""><span>Интерфейс USB Type A:</span> Есть </li>                        <li class=""tec-char""><span>Тип плеера:</span> Blu-ray </li>						</ul>";"<table class=""item-tec-char"" id=""tthtable"">						<tr><th colspan=""2""></th></tr>						<tr><th colspan=""2"">CD-проигрыватель</th></tr>						<tr><td class=""tthlbl"">Поддерживаемые носители:</td><td>BD (Blu-ray Disc), BD-R, BD-Re, DVD, DVD R, DVD RW, CD, CD-R, CD-RW</td></tr>						<tr><th colspan=""2"">Видео</th></tr>						<tr><td class=""tthlbl"">Прогрессивная развертка:</td><td>Есть</td></tr>						<tr><th colspan=""2"">Интерфейсы</th></tr>						<tr><td class=""tthlbl"">Выходы:</td><td>композитный, компонентный, HDMI, аудио стерео, аудио оптический, аудио коаксиальный</td></tr>						<tr><th colspan=""2"">Общие характеристики</th></tr>						<tr><td class=""tthlbl"">Цвет:</td><td>черный</td></tr>						<tr><th colspan=""2"">Основные характеристики</th></tr>						<tr><td class=""tthlbl"">Караоке:</td><td>Нет</td></tr>						<tr><td class=""tthlbl"">Масштабирование до разрешения HDTV:</td><td>Есть</td></tr>						<tr><th colspan=""2"">Размеры и вес</th></tr>						<tr><td class=""tthlbl"">Вес:</td><td>1.85кг</td></tr>						<tr><th colspan=""2"">Разъемы</th></tr>						<tr><td class=""tthlbl"">Интерфейс USB Type A:</td><td>Есть</td></tr>						<tr><th colspan=""2"">Технические характеристики</th></tr>						<tr><td class=""tthlbl"">Интерфейс Ethernet:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Тип плеера:</td><td>Blu-ray</td></tr>						<tr><td class=""tthlbl"">Частота дискретизации аудио ЦАП:</td><td>192кГц</td></tr>						<tr><td class=""tthlbl"">Частота дискретизации видео ЦАП:</td><td>148МГц</td></tr>						<tr><th colspan=""2"">Форматы и носители</th></tr>						<tr><td class=""tthlbl"">Поддерживаемые форматы:</td><td>MP3, WMA, MKV, H.264, VC-1, MPEG2, MPEG4, JPEG</td></tr>						<tr><th colspan=""2"">Характеристики</th></tr>						<tr><td class=""tthlbl"">Аудио ЦАП:</td><td>24бит</td></tr>						<tr><td class=""tthlbl"">Видео ЦАП:</td><td>12бит</td></tr>					</table>";2749;assets/images/audiovideo/blue_ray_proigryvateli/Blu-Ray-pleer-SUPRA-BDP-214_STI0MjYzOVR0TDE4MA.jpg;assets/images/audiovideo/blue_ray_proigryvateli/Blu-Ray-pleer-SUPRA-BDP-214_STI0MjYzOVRp.jpg;SUPRA;;;;;;
66;Blu-Ray плеер SAMSUNG BD-D5100;"<ul class=""tec-char"">                        <li class=""tec-char""><span>Код марки:</span> <a href=""http://www.electrovenik.ru/catalog/audiovideo/blue_ray_proigryvateli?mfr=1880"">SAMSUNG</a> </li>                        <li class=""tec-char""><span>Поддерживаемые носители:</span> BD (Blu-ray Disc), BD-R, BD-Re, DVD, DVD R, DVD RW, CD, CD-R, CD-RW </li>                        <li class=""tec-char""><span>Прогрессивная развертка:</span> Есть </li>                        <li class=""tec-char""><span>Цвет:</span> черный </li>                        <li class=""tec-char""><span>Караоке:</span> Нет </li>                        <li class=""tec-char""><span>Вес:</span> 1.7 кг</li>                        <li class=""tec-char""><span>Интерфейс USB Type A:</span> Есть </li>                        <li class=""tec-char""><span>Тип плеера:</span> Blu-ray </li>						</ul>";"<table class=""item-tec-char"" id=""tthtable"">						<tr><th colspan=""2""></th></tr>						<tr><th colspan=""2"">CD-проигрыватель</th></tr>						<tr><td class=""tthlbl"">Поддерживаемые носители:</td><td>BD (Blu-ray Disc), BD-R, BD-Re, DVD, DVD R, DVD RW, CD, CD-R, CD-RW</td></tr>						<tr><th colspan=""2"">Видео</th></tr>						<tr><td class=""tthlbl"">Прогрессивная развертка:</td><td>Есть</td></tr>						<tr><th colspan=""2"">Дополнительно</th></tr>						<tr><td class=""tthlbl"">Универсальный (мультибрендовый) пульт:</td><td>Есть</td></tr>						<tr><th colspan=""2"">Интерфейсы</th></tr>						<tr><td class=""tthlbl"">Выходы:</td><td>композитный, HDMI, аудио стерео, аудио коаксиальный</td></tr>						<tr><th colspan=""2"">Общие характеристики</th></tr>						<tr><td class=""tthlbl"">Цвет:</td><td>черный</td></tr>						<tr><th colspan=""2"">Основные характеристики</th></tr>						<tr><td class=""tthlbl"">Караоке:</td><td>Нет</td></tr>						<tr><td class=""tthlbl"">Масштабирование до разрешения HDTV:</td><td>Есть</td></tr>						<tr><th colspan=""2"">Размеры и вес</th></tr>						<tr><td class=""tthlbl"">Вес:</td><td>1.7кг</td></tr>						<tr><th colspan=""2"">Разъемы</th></tr>						<tr><td class=""tthlbl"">Интерфейс USB Type A:</td><td>Есть</td></tr>						<tr><th colspan=""2"">Технические характеристики</th></tr>						<tr><td class=""tthlbl"">Интерфейс Ethernet:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Тип плеера:</td><td>Blu-ray</td></tr>						<tr><td class=""tthlbl"">Увеличение изображения при проигрывании:</td><td>Есть</td></tr>						<tr><th colspan=""2"">Форматы и носители</th></tr>						<tr><td class=""tthlbl"">Поддерживаемые форматы:</td><td>MP3, WMA, MKV, H.264, VC-1, MPEG2, MPEG4, DivX, DivX HD, XviD, WMV HD, JPEG</td></tr>					</table>";2768;assets/images/audiovideo/blue_ray_proigryvateli/Blu-Ray-pleer-SAMSUNG-BD-D5100_STI0MjUyMlR0TDE4MA.jpg;assets/images/audiovideo/blue_ray_proigryvateli/Blu-Ray-pleer-SAMSUNG-BD-D5100_STI0MjUyMlRp.jpg;SAMSUNG;;;;;;
66;Blu-Ray плеер SONY BDP-S380;"<ul class=""tec-char"">                        <li class=""tec-char""><span>Код марки:</span> <a href=""http://www.electrovenik.ru/catalog/audiovideo/blue_ray_proigryvateli?mfr=2012"">SONY</a> </li>                        <li class=""tec-char""><span>Поддерживаемые носители:</span> BD (Blu-ray Disc), BD-R, BD-Re, DVD, DVD R, DVD RW, CD, CD-R, CD-RW </li>                        <li class=""tec-char""><span>Прогрессивная развертка:</span> Есть </li>                        <li class=""tec-char""><span>Цвет:</span> черный </li>                        <li class=""tec-char""><span>Караоке:</span> Нет </li>                        <li class=""tec-char""><span>Вес:</span> 1.6 кг</li>                        <li class=""tec-char""><span>Интерфейс USB Type A:</span> Есть </li>                        <li class=""tec-char""><span>Тип плеера:</span> Blu-ray </li>						</ul>";"<table class=""item-tec-char"" id=""tthtable"">						<tr><th colspan=""2""></th></tr>						<tr><th colspan=""2"">CD-проигрыватель</th></tr>						<tr><td class=""tthlbl"">Поддерживаемые носители:</td><td>BD (Blu-ray Disc), BD-R, BD-Re, DVD, DVD R, DVD RW, CD, CD-R, CD-RW</td></tr>						<tr><th colspan=""2"">Видео</th></tr>						<tr><td class=""tthlbl"">Прогрессивная развертка:</td><td>Есть</td></tr>						<tr><th colspan=""2"">Интерфейсы</th></tr>						<tr><td class=""tthlbl"">Выходы:</td><td>композитный, компонентный, HDMI, аудио стерео, аудио коаксиальный</td></tr>						<tr><th colspan=""2"">Общие характеристики</th></tr>						<tr><td class=""tthlbl"">Цвет:</td><td>черный</td></tr>						<tr><th colspan=""2"">Основные характеристики</th></tr>						<tr><td class=""tthlbl"">Караоке:</td><td>Нет</td></tr>						<tr><td class=""tthlbl"">Масштабирование до разрешения HDTV:</td><td>Есть</td></tr>						<tr><th colspan=""2"">Размеры и вес</th></tr>						<tr><td class=""tthlbl"">Вес:</td><td>1.6кг</td></tr>						<tr><th colspan=""2"">Разъемы</th></tr>						<tr><td class=""tthlbl"">Интерфейс USB Type A:</td><td>Есть</td></tr>						<tr><th colspan=""2"">Технические характеристики</th></tr>						<tr><td class=""tthlbl"">Интерфейс Ethernet:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Количество интерфейсов USB Type A:</td><td>2</td></tr>						<tr><td class=""tthlbl"">Тип плеера:</td><td>Blu-ray</td></tr>						<tr><th colspan=""2"">Форматы и носители</th></tr>						<tr><td class=""tthlbl"">Поддерживаемые форматы:</td><td>MP3, WMA, MKV, AVCHD, MPEG2, MPEG4, XviD, SACD, JPEG</td></tr>					</table>";2859;assets/images/audiovideo/blue_ray_proigryvateli/Blu-Ray-pleer-SONY-BDP-S380_STI0MjUyMVR0TDE4MA.jpg;assets/images/audiovideo/blue_ray_proigryvateli/Blu-Ray-pleer-SONY-BDP-S380_STI0MjUyMVRp.jpg;SONY;;;;;;
66;Blu-Ray плеер PHILIPS BDP3200;"<ul class=""tec-char"">                        <li class=""tec-char""><span>Код марки:</span> <a href=""http://www.electrovenik.ru/catalog/audiovideo/blue_ray_proigryvateli?mfr=1652"">PHILIPS</a> </li>                        <li class=""tec-char""><span>Поддерживаемые носители:</span> BD (Blu-ray Disc), BD-R, BD-Re, DVD, DVD R, DVD RW, CD, CD-R, CD-RW </li>                        <li class=""tec-char""><span>Прогрессивная развертка:</span> Есть </li>                        <li class=""tec-char""><span>Цвет:</span> черный </li>                        <li class=""tec-char""><span>Караоке:</span> Нет </li>                        <li class=""tec-char""><span>Вес:</span> 1.65 кг</li>                        <li class=""tec-char""><span>Интерфейс USB Type A:</span> Есть </li>                        <li class=""tec-char""><span>Тип плеера:</span> Blu-ray </li>						</ul>";"<table class=""item-tec-char"" id=""tthtable"">						<tr><th colspan=""2""></th></tr>						<tr><th colspan=""2"">CD-проигрыватель</th></tr>						<tr><td class=""tthlbl"">Поддерживаемые носители:</td><td>BD (Blu-ray Disc), BD-R, BD-Re, DVD, DVD R, DVD RW, CD, CD-R, CD-RW</td></tr>						<tr><th colspan=""2"">Видео</th></tr>						<tr><td class=""tthlbl"">Прогрессивная развертка:</td><td>Есть</td></tr>						<tr><th colspan=""2"">Дополнительно</th></tr>						<tr><td class=""tthlbl"">Защита от детей:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Поддержка 24p True Cinema:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Поддержка BD-Live:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Цвет:</td><td>черныйм</td></tr>						<tr><th colspan=""2"">Интерфейсы</th></tr>						<tr><td class=""tthlbl"">Выходы:</td><td>композитный, HDMI, аудио стерео, аудио коаксиальный</td></tr>						<tr><td class=""tthlbl"">Интерфейсы:</td><td>USB Type A, Ethernet, Wi-Fi</td></tr>						<tr><th colspan=""2"">Мультимедиа</th></tr>						<tr><td class=""tthlbl"">Поддерживаемые носители:</td><td>BD (Blu-ray Disc), BD-R, BD-Re, DVD, DVD R, DVD RW, CD, CD-R, CD-RW</td></tr>						<tr><td class=""tthlbl"">Поддерживаемые форматы:</td><td>MP3, WMA, MKV, AVCHD, H.264, VC-1, MPEG2, MPEG4, DivX, XviD, VideoCD, SVCD, JPEG</td></tr>						<tr><th colspan=""2"">Общие характеристики</th></tr>						<tr><td class=""tthlbl"">Цвет:</td><td>черный</td></tr>						<tr><th colspan=""2"">Основные характеристики</th></tr>						<tr><td class=""tthlbl"">Караоке:</td><td>Нет</td></tr>						<tr><td class=""tthlbl"">Масштабирование до разрешения HDTV:</td><td>Есть</td></tr>						<tr><th colspan=""2"">Размеры и вес</th></tr>						<tr><td class=""tthlbl"">Вес:</td><td>1.65кг</td></tr>						<tr><td class=""tthlbl"">Размеры (ШxВxГ):</td><td>435x42x208мм</td></tr>						<tr><th colspan=""2"">Разъемы</th></tr>						<tr><td class=""tthlbl"">Интерфейс USB Type A:</td><td>Есть</td></tr>						<tr><th colspan=""2"">Технические характеристики</th></tr>						<tr><td class=""tthlbl"">Интерфейс Ethernet:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Тип плеера:</td><td>Blu-ray</td></tr>						<tr><td class=""tthlbl"">Частота дискретизации аудио ЦАП:</td><td>192кГц</td></tr>						<tr><td class=""tthlbl"">Частота дискретизации видео ЦАП:</td><td>148МГц</td></tr>						<tr><th colspan=""2"">Форматы и носители</th></tr>						<tr><td class=""tthlbl"">Поддерживаемые форматы:</td><td>MP3, WMA, MKV, AVCHD, H.264, VC-1, MPEG2, MPEG4, DivX, XviD, VideoCD, SVCD, JPEG</td></tr>						<tr><th colspan=""2"">Характеристики</th></tr>						<tr><td class=""tthlbl"">Аудио ЦАП:</td><td>24бит</td></tr>						<tr><td class=""tthlbl"">Видео ЦАП:</td><td>12бит</td></tr>						<tr><td class=""tthlbl"">Динамический диапазон:</td><td>92дБ</td></tr>						<tr><td class=""tthlbl"">Отношение сигнал/шум (аудио):</td><td>105дБ</td></tr>						<tr><td class=""tthlbl"">Прогрессивная развертка:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Разрешение выходного сигнала (HD):</td><td>720p, 1080i, 1080p</td></tr>					</table>";3089;assets/images/audiovideo/blue_ray_proigryvateli/Blu-Ray-pleer-PHILIPS-BDP3200_STIzNTc3N1R0TDE4MA.jpg;assets/images/audiovideo/blue_ray_proigryvateli/Blu-Ray-pleer-PHILIPS-BDP3200_STIzNTc3N1Rp.jpg;PHILIPS;;;;;;
66;Blu-Ray плеер PHILIPS BDP3200;"<ul class=""tec-char"">                        <li class=""tec-char""><span>Код марки:</span> <a href=""http://www.electrovenik.ru/catalog/audiovideo/blue_ray_proigryvateli?mfr=1652"">PHILIPS</a> </li>                        <li class=""tec-char""><span>Поддерживаемые носители:</span> BD (Blu-ray Disc), BD-R, BD-Re, DVD, DVD R, DVD RW, CD, CD-R, CD-RW </li>                        <li class=""tec-char""><span>Прогрессивная развертка:</span> Есть </li>                        <li class=""tec-char""><span>Цвет:</span> черный </li>                        <li class=""tec-char""><span>Караоке:</span> Нет </li>                        <li class=""tec-char""><span>Вес:</span> 1.65 кг</li>                        <li class=""tec-char""><span>Интерфейс USB Type A:</span> Есть </li>                        <li class=""tec-char""><span>Тип плеера:</span> Blu-ray </li>						</ul>";"<table class=""item-tec-char"" id=""tthtable"">						<tr><th colspan=""2""></th></tr>						<tr><th colspan=""2"">CD-проигрыватель</th></tr>						<tr><td class=""tthlbl"">Поддерживаемые носители:</td><td>BD (Blu-ray Disc), BD-R, BD-Re, DVD, DVD R, DVD RW, CD, CD-R, CD-RW</td></tr>						<tr><th colspan=""2"">Видео</th></tr>						<tr><td class=""tthlbl"">Прогрессивная развертка:</td><td>Есть</td></tr>						<tr><th colspan=""2"">Дополнительно</th></tr>						<tr><td class=""tthlbl"">Защита от детей:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Поддержка 24p True Cinema:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Поддержка BD-Live:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Цвет:</td><td>черныйм</td></tr>						<tr><th colspan=""2"">Интерфейсы</th></tr>						<tr><td class=""tthlbl"">Выходы:</td><td>композитный, HDMI, аудио стерео, аудио коаксиальный</td></tr>						<tr><td class=""tthlbl"">Интерфейсы:</td><td>USB Type A, Ethernet, Wi-Fi</td></tr>						<tr><th colspan=""2"">Мультимедиа</th></tr>						<tr><td class=""tthlbl"">Поддерживаемые носители:</td><td>BD (Blu-ray Disc), BD-R, BD-Re, DVD, DVD R, DVD RW, CD, CD-R, CD-RW</td></tr>						<tr><td class=""tthlbl"">Поддерживаемые форматы:</td><td>MP3, WMA, MKV, AVCHD, H.264, VC-1, MPEG2, MPEG4, DivX, XviD, VideoCD, SVCD, JPEG</td></tr>						<tr><th colspan=""2"">Общие характеристики</th></tr>						<tr><td class=""tthlbl"">Цвет:</td><td>черный</td></tr>						<tr><th colspan=""2"">Основные характеристики</th></tr>						<tr><td class=""tthlbl"">Караоке:</td><td>Нет</td></tr>						<tr><td class=""tthlbl"">Масштабирование до разрешения HDTV:</td><td>Есть</td></tr>						<tr><th colspan=""2"">Размеры и вес</th></tr>						<tr><td class=""tthlbl"">Вес:</td><td>1.65кг</td></tr>						<tr><td class=""tthlbl"">Размеры (ШxВxГ):</td><td>435x42x208мм</td></tr>						<tr><th colspan=""2"">Разъемы</th></tr>						<tr><td class=""tthlbl"">Интерфейс USB Type A:</td><td>Есть</td></tr>						<tr><th colspan=""2"">Технические характеристики</th></tr>						<tr><td class=""tthlbl"">Интерфейс Ethernet:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Тип плеера:</td><td>Blu-ray</td></tr>						<tr><td class=""tthlbl"">Частота дискретизации аудио ЦАП:</td><td>192кГц</td></tr>						<tr><td class=""tthlbl"">Частота дискретизации видео ЦАП:</td><td>148МГц</td></tr>						<tr><th colspan=""2"">Форматы и носители</th></tr>						<tr><td class=""tthlbl"">Поддерживаемые форматы:</td><td>MP3, WMA, MKV, AVCHD, H.264, VC-1, MPEG2, MPEG4, DivX, XviD, VideoCD, SVCD, JPEG</td></tr>						<tr><th colspan=""2"">Характеристики</th></tr>						<tr><td class=""tthlbl"">Аудио ЦАП:</td><td>24бит</td></tr>						<tr><td class=""tthlbl"">Видео ЦАП:</td><td>12бит</td></tr>						<tr><td class=""tthlbl"">Динамический диапазон:</td><td>92дБ</td></tr>						<tr><td class=""tthlbl"">Отношение сигнал/шум (аудио):</td><td>105дБ</td></tr>						<tr><td class=""tthlbl"">Прогрессивная развертка:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Разрешение выходного сигнала (HD):</td><td>720p, 1080i, 1080p</td></tr>					</table>";3089;assets/images/audiovideo/blue_ray_proigryvateli/Blu-Ray-pleer-PHILIPS-BDP3200_STIzNTc3N1R0TDE4MA.jpg;assets/images/audiovideo/blue_ray_proigryvateli/Blu-Ray-pleer-PHILIPS-BDP3200_STIzNTc3N1Rp.jpg;PHILIPS;;;;;;
