parent;pagetitle;content1;content2;price;picture;picture-big;brand;
43;Сковорода BALLARINI 930L-A.26 Induction Keravis 26 см;<ul class="tec-char">                        <li class="tec-char"><span>Код марки:</span> <a href="http://www.electrovenik.ru/catalog/small/melkaja_kuhonnaja_tehnika/posuda/skovorodki?mfr=2629">BALLARINI</a> </li>						</ul>;<table class="item-tec-char" id="tthtable">						<tr><th colspan="2"></th></tr>					</table>;2989;assets/images/kuhonnaya-technika/skovorodki/Skovoroda-BALLARINI-930L-A-26-Induction-Keravis-26-sm_STI0OTg0NVR0TDE4MA.jpg;assets/images/kuhonnaya-technika/skovorodki/Skovoroda-BALLARINI-930L-A-26-Induction-Keravis-26-sm_STI0OTg0NVRp.jpg;BALLARINI;
43;Сковорода BALLARINI 9C0LC0.26 Cookin 26 см;<ul class="tec-char">                        <li class="tec-char"><span>Код марки:</span> <a href="http://www.electrovenik.ru/catalog/small/melkaja_kuhonnaja_tehnika/posuda/skovorodki?mfr=2629">BALLARINI</a> </li>						</ul>;<table class="item-tec-char" id="tthtable">						<tr><th colspan="2"></th></tr>					</table>;2990;assets/images/kuhonnaya-technika/skovorodki/Skovoroda-BALLARINI-9C0LC0-26-Cookin-26-sm_STI0OTg3NVR0TDE4MA.jpg;assets/images/kuhonnaya-technika/skovorodki/Skovoroda-BALLARINI-9C0LC0-26-Cookin-26-sm_STI0OTg3NVRp.jpg;BALLARINI;
43;Сковорода MONETA 6000128 Maxima Premium 28 см;<ul class="tec-char">                        <li class="tec-char"><span>Код марки:</span> <a href="http://www.electrovenik.ru/catalog/small/melkaja_kuhonnaja_tehnika/posuda/skovorodki?mfr=2675">MONETA</a> </li>						</ul>;<table class="item-tec-char" id="tthtable">						<tr><th colspan="2"></th></tr>					</table>;3289;assets/images/kuhonnaya-technika/skovorodki/Skovoroda-MONETA-6000128-Maxima-Premium-28-sm_STI0OTk3MlR0TDE4MA.jpg;assets/images/kuhonnaya-technika/skovorodki/Skovoroda-MONETA-6000128-Maxima-Premium-28-sm_STI0OTk3MlRp.jpg;MONETA;
43;Сковорода BALLARINI 9C0LC0.28 Cookin 28 см;<ul class="tec-char">                        <li class="tec-char"><span>Код марки:</span> <a href="http://www.electrovenik.ru/catalog/small/melkaja_kuhonnaja_tehnika/posuda/skovorodki?mfr=2629">BALLARINI</a> </li>						</ul>;<table class="item-tec-char" id="tthtable">						<tr><th colspan="2"></th></tr>					</table>;3290;assets/images/kuhonnaya-technika/skovorodki/Skovoroda-BALLARINI-9C0LC0-28-Cookin-28-sm_STI0OTg3NlR0TDE4MA.jpg;assets/images/kuhonnaya-technika/skovorodki/Skovoroda-BALLARINI-9C0LC0-28-Cookin-28-sm_STI0OTg3NlRp.jpg;BALLARINI;
43;Сковорода BALLARINI 9C0LC0.28 Cookin 28 см;<ul class="tec-char">                        <li class="tec-char"><span>Код марки:</span> <a href="http://www.electrovenik.ru/catalog/small/melkaja_kuhonnaja_tehnika/posuda/skovorodki?mfr=2629">BALLARINI</a> </li>						</ul>;<table class="item-tec-char" id="tthtable">						<tr><th colspan="2"></th></tr>					</table>;3290;assets/images/kuhonnaya-technika/skovorodki/Skovoroda-BALLARINI-9C0LC0-28-Cookin-28-sm_STI0OTg3NlR0TDE4MA.jpg;assets/images/kuhonnaya-technika/skovorodki/Skovoroda-BALLARINI-9C0LC0-28-Cookin-28-sm_STI0OTg3NlRp.jpg;BALLARINI;
43;Сковорода глубокая BALLARINI 931C-A.28 Induction Keravis 28 см;<ul class="tec-char">                        <li class="tec-char"><span>Код марки:</span> <a href="http://www.electrovenik.ru/catalog/small/melkaja_kuhonnaja_tehnika/posuda/skovorodki?mfr=2629">BALLARINI</a> </li>						</ul>;<table class="item-tec-char" id="tthtable">						<tr><th colspan="2"></th></tr>					</table>;3309;assets/images/kuhonnaya-technika/skovorodki/Skovoroda-glubokaya-BALLARINI-931C-A-28-Induction-Keravis-28-sm_STI0OTg0MVR0TDE4MA.jpg;assets/images/kuhonnaya-technika/skovorodki/Skovoroda-glubokaya-BALLARINI-931C-A-28-Induction-Keravis-28-sm_STI0OTg0MVRp.jpg;BALLARINI;
43;Сковорода BALLARINI 930L-A.28 Induction Keravis 28 см;<ul class="tec-char">                        <li class="tec-char"><span>Код марки:</span> <a href="http://www.electrovenik.ru/catalog/small/melkaja_kuhonnaja_tehnika/posuda/skovorodki?mfr=2629">BALLARINI</a> </li>						</ul>;<table class="item-tec-char" id="tthtable">						<tr><th colspan="2"></th></tr>					</table>;3309;assets/images/kuhonnaya-technika/skovorodki/Skovoroda-BALLARINI-930L-A-28-Induction-Keravis-28-sm_STI0OTg1MVR0TDE4MA.jpg;assets/images/kuhonnaya-technika/skovorodki/Skovoroda-BALLARINI-930L-A-28-Induction-Keravis-28-sm_STI0OTg1MVRp.jpg;BALLARINI;
43;Сковорода BALLARINI 960L40.24 Rivarollo Platinum 24 см;<ul class="tec-char">                        <li class="tec-char"><span>Код марки:</span> <a href="http://www.electrovenik.ru/catalog/small/melkaja_kuhonnaja_tehnika/posuda/skovorodki?mfr=2629">BALLARINI</a> </li>						</ul>;<table class="item-tec-char" id="tthtable">						<tr><th colspan="2"></th></tr>					</table>;3740;assets/images/kuhonnaya-technika/skovorodki/Skovoroda-BALLARINI-960L40-24-Rivarollo-Platinum-24-sm_STI0OTg2MlR0TDE4MA.jpg;assets/images/kuhonnaya-technika/skovorodki/Skovoroda-BALLARINI-960L40-24-Rivarollo-Platinum-24-sm_STI0OTg2MlRp.jpg;BALLARINI;
43;Сковорода BALLARINI 960L40.28 Rivarollo Platinum 28 см;<ul class="tec-char">                        <li class="tec-char"><span>Код марки:</span> <a href="http://www.electrovenik.ru/catalog/small/melkaja_kuhonnaja_tehnika/posuda/skovorodki?mfr=2629">BALLARINI</a> </li>						</ul>;<table class="item-tec-char" id="tthtable">						<tr><th colspan="2"></th></tr>					</table>;4340;assets/images/kuhonnaya-technika/skovorodki/Skovoroda-BALLARINI-960L40-28-Rivarollo-Platinum-28-sm_STI0OTg2MVR0TDE4MA.jpg;assets/images/kuhonnaya-technika/skovorodki/Skovoroda-BALLARINI-960L40-28-Rivarollo-Platinum-28-sm_STI0OTg2MVRp.jpg;BALLARINI;
43;Сковорода BALLARINI 985FSA.32 Titano 32 см;<ul class="tec-char">                        <li class="tec-char"><span>Код марки:</span> <a href="http://www.electrovenik.ru/catalog/small/melkaja_kuhonnaja_tehnika/posuda/skovorodki?mfr=2629">BALLARINI</a> </li>						</ul>;<table class="item-tec-char" id="tthtable">						<tr><th colspan="2"></th></tr>					</table>;4650;assets/images/kuhonnaya-technika/skovorodki/Skovoroda-BALLARINI-985FSA-32-Titano-32-sm_STI0OTg2NFR0TDE4MA.jpg;assets/images/kuhonnaya-technika/skovorodki/Skovoroda-BALLARINI-985FSA-32-Titano-32-sm_STI0OTg2NFRp.jpg;BALLARINI;
43;Сковорода глубокая с дополнительной ручкой BALLARINI 76147A.28 Professional 28 см;<ul class="tec-char">                        <li class="tec-char"><span>Код марки:</span> <a href="http://www.electrovenik.ru/catalog/small/melkaja_kuhonnaja_tehnika/posuda/skovorodki?mfr=2629">BALLARINI</a> </li>						</ul>;<table class="item-tec-char" id="tthtable">						<tr><th colspan="2"></th></tr>					</table>;4690;assets/images/kuhonnaya-technika/skovorodki/Skovoroda-glubokaya-s-dopolnitelnoy-ruchkoy-BALLARINI-76147A-28-Professional-28-sm_STI0OTg4N1R0TDE4MA.jpg;assets/images/kuhonnaya-technika/skovorodki/Skovoroda-glubokaya-s-dopolnitelnoy-ruchkoy-BALLARINI-76147A-28-Professional-28-sm_STI0OTg4N1Rp.jpg;BALLARINI;
43;Сковорода BALLARINI 985FSA.24 Titano 24 см;<ul class="tec-char">                        <li class="tec-char"><span>Код марки:</span> <a href="http://www.electrovenik.ru/catalog/small/melkaja_kuhonnaja_tehnika/posuda/skovorodki?mfr=2629">BALLARINI</a> </li>						</ul>;<table class="item-tec-char" id="tthtable">						<tr><th colspan="2"></th></tr>					</table>;4940;assets/images/kuhonnaya-technika/skovorodki/Skovoroda-BALLARINI-985FSA-24-Titano-24-sm_STI0OTg2OVR0TDE4MA.jpg;assets/images/kuhonnaya-technika/skovorodki/Skovoroda-BALLARINI-985FSA-24-Titano-24-sm_STI0OTg2OVRp.jpg;BALLARINI;
43;Сковорода BALLARINI 985FSA.28 Titano 28 см;<ul class="tec-char">                        <li class="tec-char"><span>Код марки:</span> <a href="http://www.electrovenik.ru/catalog/small/melkaja_kuhonnaja_tehnika/posuda/skovorodki?mfr=2629">BALLARINI</a> </li>						</ul>;<table class="item-tec-char" id="tthtable">						<tr><th colspan="2"></th></tr>					</table>;5390;assets/images/kuhonnaya-technika/skovorodki/Skovoroda-BALLARINI-985FSA-28-Titano-28-sm_STI0OTg2M1R0TDE4MA.jpg;assets/images/kuhonnaya-technika/skovorodki/Skovoroda-BALLARINI-985FSA-28-Titano-28-sm_STI0OTg2M1Rp.jpg;BALLARINI;
43;Сковорода с 2-мя ручками и крышкой MONETA 6006106 Maxima Premium 28 см;<ul class="tec-char">                        <li class="tec-char"><span>Код марки:</span> <a href="http://www.electrovenik.ru/catalog/small/melkaja_kuhonnaja_tehnika/posuda/skovorodki?mfr=2675">MONETA</a> </li>						</ul>;<table class="item-tec-char" id="tthtable">						<tr><th colspan="2"></th></tr>					</table>;5889;assets/images/kuhonnaya-technika/skovorodki/Skovoroda-s-2-mya-ruchkami-i-kryshkoy-MONETA-6006106-Maxima-Premium-28-sm_STI0OTk1NVR0TDE4MA.jpg;assets/images/kuhonnaya-technika/skovorodki/Skovoroda-s-2-mya-ruchkami-i-kryshkoy-MONETA-6006106-Maxima-Premium-28-sm_STI0OTk1NVRp.jpg;MONETA;
43;Сковорода с 2-мя ручками и крышкой MONETA 6006106 Maxima Premium 28 см;<ul class="tec-char">                        <li class="tec-char"><span>Код марки:</span> <a href="http://www.electrovenik.ru/catalog/small/melkaja_kuhonnaja_tehnika/posuda/skovorodki?mfr=2675">MONETA</a> </li>						</ul>;<table class="item-tec-char" id="tthtable">						<tr><th colspan="2"></th></tr>					</table>;5889;assets/images/kuhonnaya-technika/skovorodki/Skovoroda-s-2-mya-ruchkami-i-kryshkoy-MONETA-6006106-Maxima-Premium-28-sm_STI0OTk1NVR0TDE4MA.jpg;assets/images/kuhonnaya-technika/skovorodki/Skovoroda-s-2-mya-ruchkami-i-kryshkoy-MONETA-6006106-Maxima-Premium-28-sm_STI0OTk1NVRp.jpg;MONETA;
