parent;pagetitle;content1;content2;price;picture;picture-big;brand
31;Комбайн KENWOOD KMC 560;<ul class="tec-char">                        <li class="tec-char"><span>Код марки:</span> <a href="http://www.electrovenik.ru/catalog/small/melkaja_kuhonnaja_tehnika/kuhonnyje_mashiny?mfr=1161">KENWOOD</a> </li>                        <li class="tec-char"><span>Мясорубка:</span> Нет </li>                        <li class="tec-char"><span>Соковыжималка:</span> Нет </li>                        <li class="tec-char"><span>Высота:</span> 28.5 см</li>                        <li class="tec-char"><span>Глубина:</span> 23 см</li>                        <li class="tec-char"><span>Ширина:</span> 39 см</li>                        <li class="tec-char"><span>Емкость чаши:</span> 4.6 л</li>                        <li class="tec-char"><span>Тип управления:</span> механическое </li>                        <li class="tec-char"><span>Защита от перегрузки:</span> Есть </li>                        <li class="tec-char"><span>Материал корпуса:</span> металл </li>                        <li class="tec-char"><span>Материал чаши:</span> нерж.сталь </li>                        <li class="tec-char"><span>Прорезиненные ножки:</span> Есть </li>                        <li class="tec-char"><span>Импульсный режим:</span> Есть </li>                        <li class="tec-char"><span>Мощность:</span> 1000 Вт</li>						</ul>;<table class="item-tec-char" id="tthtable">						<tr><th colspan="2"></th></tr>						<tr><th colspan="2">В комплекте</th></tr>						<tr><td class="tthlbl">Лопатка:</td><td>Есть</td></tr>						<tr><td class="tthlbl">Мельничка:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Мясорубка:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Насадки:</td><td>универсальный нож, насадка для теста, насадка для взбивания</td></tr>						<tr><td class="tthlbl">Соковыжималка:</td><td>Нет</td></tr>						<tr><th colspan="2">Габариты</th></tr>						<tr><td class="tthlbl">Высота:</td><td>28.5см</td></tr>						<tr><td class="tthlbl">Глубина:</td><td>23см</td></tr>						<tr><td class="tthlbl">Ширина:</td><td>39см</td></tr>						<tr><th colspan="2">Габариты и вес</th></tr>						<tr><td class="tthlbl">Вес:</td><td>7.7кг</td></tr>						<tr><td class="tthlbl">Габариты (ШхГхВ):</td><td>39x23x28.5см</td></tr>						<tr><th colspan="2">Общие характеристики</th></tr>						<tr><td class="tthlbl">Блендер:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Емкость чаши:</td><td>4.6л</td></tr>						<tr><td class="tthlbl">Мощность:</td><td>1000Вт</td></tr>						<tr><td class="tthlbl">Тип управления:</td><td>механическое</td></tr>						<tr><td class="tthlbl">Управление:</td><td>количество скоростей: 6, плавная регулировка, макс. скорость вращения: 12000</td></tr>						<tr><th colspan="2">Особенности</th></tr>						<tr><td class="tthlbl">Дополнительная информация:</td><td>функция "планетарного" смешивания крышка для защиты от брызг опции: более 20 насадок</td></tr>						<tr><td class="tthlbl">Защита от перегрузки:</td><td>Есть</td></tr>						<tr><td class="tthlbl">Исполнение:</td><td>чаша: нерж. сталь</td></tr>						<tr><td class="tthlbl">Материал корпуса:</td><td>металл</td></tr>						<tr><td class="tthlbl">Материал чаши:</td><td>нерж.сталь</td></tr>						<tr><td class="tthlbl">Отсек для сетевого шнура:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Прорезиненные ножки:</td><td>Есть</td></tr>						<tr><th colspan="2">Технические характеристики</th></tr>						<tr><td class="tthlbl">Импульсный режим:</td><td>Есть</td></tr>						<tr><td class="tthlbl">Мощность:</td><td>1000Вт</td></tr>						<tr><td class="tthlbl">Насадка для взбивания:</td><td>Есть</td></tr>						<tr><td class="tthlbl">Насадка для теста:</td><td>Есть</td></tr>						<tr><td class="tthlbl">Плавная регулировка скорости:</td><td>Есть</td></tr>						<tr><td class="tthlbl">Универсальный нож:</td><td>Есть</td></tr>					</table>;13689;assets/images/kuhonnaya-technika/kuhonnyje_mashiny/Kombayn-KENWOOD-KMC-560_STcwMzQ3VHRMMTgw.jpg;assets/images/kuhonnaya-technika/kuhonnyje_mashiny/Kombayn-KENWOOD-KMC-560_STcwMzQ3VGk.jpg;KENWOOD;
31;Кухонный комбайн BOSCH MUM 86R1;<ul class="tec-char">                        <li class="tec-char"><span>Код марки:</span> <a href="http://www.electrovenik.ru/catalog/small/melkaja_kuhonnaja_tehnika/kuhonnyje_mashiny?mfr=343">BOSCH</a> </li>                        <li class="tec-char"><span>Мясорубка:</span> Нет </li>                        <li class="tec-char"><span>Соковыжималка:</span> Нет </li>                        <li class="tec-char"><span>Емкость чаши:</span> 5.4 л</li>                        <li class="tec-char"><span>Защита от перегрузки:</span> Есть </li>                        <li class="tec-char"><span>Материал чаши:</span> нерж.сталь </li>                        <li class="tec-char"><span>Прорезиненные ножки:</span> Есть </li>                        <li class="tec-char"><span>Емкость блендера:</span> 1.75 л</li>                        <li class="tec-char"><span>Мощность:</span> 1600 Вт</li>                        <li class="tec-char"><span>Количество скоростей:</span> 7 </li>						</ul>;<table class="item-tec-char" id="tthtable">						<tr><th colspan="2"></th></tr>						<tr><th colspan="2">В комплекте</th></tr>						<tr><td class="tthlbl">Мельничка:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Мясорубка:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Соковыжималка:</td><td>Нет</td></tr>						<tr><th colspan="2">Общие характеристики</th></tr>						<tr><td class="tthlbl">Блендер:</td><td>Есть</td></tr>						<tr><td class="tthlbl">Емкость чаши:</td><td>5.4л</td></tr>						<tr><th colspan="2">Особенности</th></tr>						<tr><td class="tthlbl">Защита от перегрузки:</td><td>Есть</td></tr>						<tr><td class="tthlbl">Материал чаши:</td><td>нерж.сталь</td></tr>						<tr><td class="tthlbl">Прорезиненные ножки:</td><td>Есть</td></tr>						<tr><th colspan="2">Технические характеристики</th></tr>						<tr><td class="tthlbl">Емкость блендера:</td><td>1.75л</td></tr>						<tr><td class="tthlbl">Мощность:</td><td>1600Вт</td></tr>						<tr><td class="tthlbl">Насадка для взбивания:</td><td>Есть</td></tr>						<tr><td class="tthlbl">Насадка для теста:</td><td>Есть</td></tr>						<tr><th colspan="2">Управление</th></tr>						<tr><td class="tthlbl">Количество скоростей:</td><td>7</td></tr>					</table>;16550;assets/images/kuhonnaya-technika/kuhonnyje_mashiny/Kukhonnyy-kombayn-BOSCH-MUM-86R1_STEyMzk5MFR0TDE4MA.jpg;assets/images/kuhonnaya-technika/kuhonnyje_mashiny/Kukhonnyy-kombayn-BOSCH-MUM-86R1_STEyMzk5MFRp.jpg;BOSCH;
31;Кухонный комбайн BOSCH MUM 86R1;<ul class="tec-char">                        <li class="tec-char"><span>Код марки:</span> <a href="http://www.electrovenik.ru/catalog/small/melkaja_kuhonnaja_tehnika/kuhonnyje_mashiny?mfr=343">BOSCH</a> </li>                        <li class="tec-char"><span>Мясорубка:</span> Нет </li>                        <li class="tec-char"><span>Соковыжималка:</span> Нет </li>                        <li class="tec-char"><span>Емкость чаши:</span> 5.4 л</li>                        <li class="tec-char"><span>Защита от перегрузки:</span> Есть </li>                        <li class="tec-char"><span>Материал чаши:</span> нерж.сталь </li>                        <li class="tec-char"><span>Прорезиненные ножки:</span> Есть </li>                        <li class="tec-char"><span>Емкость блендера:</span> 1.75 л</li>                        <li class="tec-char"><span>Мощность:</span> 1600 Вт</li>                        <li class="tec-char"><span>Количество скоростей:</span> 7 </li>						</ul>;<table class="item-tec-char" id="tthtable">						<tr><th colspan="2"></th></tr>						<tr><th colspan="2">В комплекте</th></tr>						<tr><td class="tthlbl">Мельничка:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Мясорубка:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Соковыжималка:</td><td>Нет</td></tr>						<tr><th colspan="2">Общие характеристики</th></tr>						<tr><td class="tthlbl">Блендер:</td><td>Есть</td></tr>						<tr><td class="tthlbl">Емкость чаши:</td><td>5.4л</td></tr>						<tr><th colspan="2">Особенности</th></tr>						<tr><td class="tthlbl">Защита от перегрузки:</td><td>Есть</td></tr>						<tr><td class="tthlbl">Материал чаши:</td><td>нерж.сталь</td></tr>						<tr><td class="tthlbl">Прорезиненные ножки:</td><td>Есть</td></tr>						<tr><th colspan="2">Технические характеристики</th></tr>						<tr><td class="tthlbl">Емкость блендера:</td><td>1.75л</td></tr>						<tr><td class="tthlbl">Мощность:</td><td>1600Вт</td></tr>						<tr><td class="tthlbl">Насадка для взбивания:</td><td>Есть</td></tr>						<tr><td class="tthlbl">Насадка для теста:</td><td>Есть</td></tr>						<tr><th colspan="2">Управление</th></tr>						<tr><td class="tthlbl">Количество скоростей:</td><td>7</td></tr>					</table>;16550;assets/images/kuhonnaya-technika/kuhonnyje_mashiny/Kukhonnyy-kombayn-BOSCH-MUM-86R1_STEyMzk5MFR0TDE4MA.jpg;assets/images/kuhonnaya-technika/kuhonnyje_mashiny/Kukhonnyy-kombayn-BOSCH-MUM-86R1_STEyMzk5MFRp.jpg;BOSCH;
31;Комбайн KENWOOD KMM 760;<ul class="tec-char">                        <li class="tec-char"><span>Код марки:</span> <a href="http://www.electrovenik.ru/catalog/small/melkaja_kuhonnaja_tehnika/kuhonnyje_mashiny?mfr=1161">KENWOOD</a> </li>                        <li class="tec-char"><span>Мясорубка:</span> Есть </li>                        <li class="tec-char"><span>Соковыжималка:</span> Нет </li>                        <li class="tec-char"><span>Высота:</span> 34 см</li>                        <li class="tec-char"><span>Глубина:</span> 23 см</li>                        <li class="tec-char"><span>Ширина:</span> 39 см</li>                        <li class="tec-char"><span>Емкость чаши:</span> 6.7 л</li>                        <li class="tec-char"><span>Материал корпуса:</span> нерж. сталь </li>                        <li class="tec-char"><span>Материал чаши:</span> нерж.сталь </li>                        <li class="tec-char"><span>Прорезиненные ножки:</span> Есть </li>                        <li class="tec-char"><span>Емкость блендера:</span> 1.5 л</li>						</ul>;<table class="item-tec-char" id="tthtable">						<tr><th colspan="2"></th></tr>						<tr><th colspan="2">В комплекте</th></tr>						<tr><td class="tthlbl">Мельничка:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Мясорубка:</td><td>Есть</td></tr>						<tr><td class="tthlbl">Насадки:</td><td>универсальный нож, насадка для теста, насадка для взбивания</td></tr>						<tr><td class="tthlbl">Соковыжималка:</td><td>Нет</td></tr>						<tr><th colspan="2">Габариты</th></tr>						<tr><td class="tthlbl">Высота:</td><td>34см</td></tr>						<tr><td class="tthlbl">Глубина:</td><td>23см</td></tr>						<tr><td class="tthlbl">Ширина:</td><td>39см</td></tr>						<tr><th colspan="2">Габариты и вес</th></tr>						<tr><td class="tthlbl">Габариты (ШхГхВ):</td><td>39x23x34см</td></tr>						<tr><th colspan="2">Общие характеристики</th></tr>						<tr><td class="tthlbl">Блендер:</td><td>Есть</td></tr>						<tr><td class="tthlbl">Емкость чаши:</td><td>6.7л</td></tr>						<tr><td class="tthlbl">Мощность:</td><td>1200Вт</td></tr>						<tr><td class="tthlbl">Управление:</td><td>плавная регулировка</td></tr>						<tr><th colspan="2">Особенности</th></tr>						<tr><td class="tthlbl">Дополнительная информация:</td><td>планетарное смешивание</td></tr>						<tr><td class="tthlbl">Исполнение:</td><td>чаша: нерж. сталь, корпус: нерж. сталь</td></tr>						<tr><td class="tthlbl">Материал корпуса:</td><td>нерж. сталь</td></tr>						<tr><td class="tthlbl">Материал чаши:</td><td>нерж.сталь</td></tr>						<tr><td class="tthlbl">Прорезиненные ножки:</td><td>Есть</td></tr>						<tr><th colspan="2">Технические характеристики</th></tr>						<tr><td class="tthlbl">Емкость блендера:</td><td>1.5л</td></tr>						<tr><td class="tthlbl">Насадка для взбивания:</td><td>Есть</td></tr>						<tr><td class="tthlbl">Насадка для теста:</td><td>Есть</td></tr>						<tr><td class="tthlbl">Плавная регулировка скорости:</td><td>Есть</td></tr>						<tr><td class="tthlbl">Универсальный нож:</td><td>Есть</td></tr>					</table>;21899;assets/images/kuhonnaya-technika/kuhonnyje_mashiny/Kombayn-KENWOOD-KMM-760_STIyNzQ1M1R0TDE4MA.jpg;assets/images/kuhonnaya-technika/kuhonnyje_mashiny/Kombayn-KENWOOD-KMM-760_STIyNzQ1M1Rp.jpg;KENWOOD;
31;Комбайн KENWOOD KM 010;<ul class="tec-char">                        <li class="tec-char"><span>Код марки:</span> <a href="http://www.electrovenik.ru/catalog/small/melkaja_kuhonnaja_tehnika/kuhonnyje_mashiny?mfr=1161">KENWOOD</a> </li>                        <li class="tec-char"><span>Мясорубка:</span> Нет </li>                        <li class="tec-char"><span>Соковыжималка:</span> Нет </li>                        <li class="tec-char"><span>Высота:</span> 29.7 см</li>                        <li class="tec-char"><span>Глубина:</span> 22.7 см</li>                        <li class="tec-char"><span>Ширина:</span> 40 см</li>                        <li class="tec-char"><span>Емкость чаши:</span> 4.6 л</li>                        <li class="tec-char"><span>Защита от перегрузки:</span> Есть </li>                        <li class="tec-char"><span>Материал корпуса:</span> нерж. сталь </li>                        <li class="tec-char"><span>Материал чаши:</span> нерж.сталь </li>                        <li class="tec-char"><span>Прорезиненные ножки:</span> Есть </li>                        <li class="tec-char"><span>Емкость блендера:</span> 1.5 л</li>						</ul>;<table class="item-tec-char" id="tthtable">						<tr><th colspan="2"></th></tr>						<tr><th colspan="2">В комплекте</th></tr>						<tr><td class="tthlbl">Мельничка:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Мясорубка:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Насадки:</td><td>универсальный нож, насадка для теста, насадка для взбивания</td></tr>						<tr><td class="tthlbl">Соковыжималка:</td><td>Нет</td></tr>						<tr><th colspan="2">Габариты</th></tr>						<tr><td class="tthlbl">Высота:</td><td>29.7см</td></tr>						<tr><td class="tthlbl">Глубина:</td><td>22.7см</td></tr>						<tr><td class="tthlbl">Ширина:</td><td>40см</td></tr>						<tr><th colspan="2">Габариты и вес</th></tr>						<tr><td class="tthlbl">Габариты (ШхГхВ):</td><td>40x22.7x29.7см</td></tr>						<tr><th colspan="2">Общие характеристики</th></tr>						<tr><td class="tthlbl">Блендер:</td><td>Есть</td></tr>						<tr><td class="tthlbl">Емкость чаши:</td><td>4.6л</td></tr>						<tr><td class="tthlbl">Мощность:</td><td>1400Вт</td></tr>						<tr><th colspan="2">Особенности</th></tr>						<tr><td class="tthlbl">Дополнительная информация:</td><td>крышка для защиты от брызг к-образная насадка опции: более 20 различный насадок</td></tr>						<tr><td class="tthlbl">Защита от перегрузки:</td><td>Есть</td></tr>						<tr><td class="tthlbl">Исполнение:</td><td>чаша: нерж. сталь, корпус: нерж. сталь</td></tr>						<tr><td class="tthlbl">Материал корпуса:</td><td>нерж. сталь</td></tr>						<tr><td class="tthlbl">Материал чаши:</td><td>нерж.сталь</td></tr>						<tr><td class="tthlbl">Отсек для сетевого шнура:</td><td>Есть</td></tr>						<tr><td class="tthlbl">Прорезиненные ножки:</td><td>Есть</td></tr>						<tr><td class="tthlbl">Сетевой шнур:</td><td>с отсеком для хранениям</td></tr>						<tr><th colspan="2">Технические характеристики</th></tr>						<tr><td class="tthlbl">Емкость блендера:</td><td>1.5л</td></tr>						<tr><td class="tthlbl">Насадка для взбивания:</td><td>Есть</td></tr>						<tr><td class="tthlbl">Насадка для теста:</td><td>Есть</td></tr>						<tr><td class="tthlbl">Универсальный нож:</td><td>Есть</td></tr>					</table>;27049;assets/images/kuhonnaya-technika/kuhonnyje_mashiny/Kombayn-KENWOOD-KM-010_STIyNzE3OVR0TDE4MA.jpg;assets/images/kuhonnaya-technika/kuhonnyje_mashiny/Kombayn-KENWOOD-KM-010_STIyNzE3OVRp.jpg;KENWOOD;
31;Комбайн KENWOOD KM 020;<ul class="tec-char">                        <li class="tec-char"><span>Код марки:</span> <a href="http://www.electrovenik.ru/catalog/small/melkaja_kuhonnaja_tehnika/kuhonnyje_mashiny?mfr=1161">KENWOOD</a> </li>                        <li class="tec-char"><span>Мясорубка:</span> Нет </li>                        <li class="tec-char"><span>Соковыжималка:</span> Нет </li>                        <li class="tec-char"><span>Емкость чаши:</span> 6.7 л</li>                        <li class="tec-char"><span>Защита от перегрузки:</span> Есть </li>                        <li class="tec-char"><span>Прорезиненные ножки:</span> Есть </li>						</ul>;<table class="item-tec-char" id="tthtable">						<tr><th colspan="2"></th></tr>						<tr><th colspan="2">В комплекте</th></tr>						<tr><td class="tthlbl">Мельничка:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Мясорубка:</td><td>Нет</td></tr>						<tr><td class="tthlbl">Насадки:</td><td>универсальный нож, насадка для теста, насадка для взбивания</td></tr>						<tr><td class="tthlbl">Соковыжималка:</td><td>Нет</td></tr>						<tr><th colspan="2">Габариты и вес</th></tr>						<tr><td class="tthlbl">Габариты (ШхГхВ):</td><td>40.8x23.8x34.3см</td></tr>						<tr><th colspan="2">Общие характеристики</th></tr>						<tr><td class="tthlbl">Блендер:</td><td>есть, объем 1.5</td></tr>						<tr><td class="tthlbl">Емкость чаши:</td><td>6.7л</td></tr>						<tr><td class="tthlbl">Мощность:</td><td>1500Вт</td></tr>						<tr><th colspan="2">Особенности</th></tr>						<tr><td class="tthlbl">Дополнительная информация:</td><td>крышка для защиты от брызг к-образная насадка опции: более 20 различный насадок</td></tr>						<tr><td class="tthlbl">Защита от перегрузки:</td><td>Есть</td></tr>						<tr><td class="tthlbl">Исполнение:</td><td>чаша: нерж. сталь, корпус: нерж. сталь</td></tr>						<tr><td class="tthlbl">Прорезиненные ножки:</td><td>Есть</td></tr>						<tr><td class="tthlbl">Сетевой шнур:</td><td>с отсеком для хранениям</td></tr>					</table>;35099;assets/images/kuhonnaya-technika/kuhonnyje_mashiny/Kombayn-KENWOOD-KM-020_STIyNzE3NFR0TDE4MA.jpg;assets/images/kuhonnaya-technika/kuhonnyje_mashiny/Kombayn-KENWOOD-KM-020_STIyNzE3NFRp.jpg;KENWOOD;
